Model,Optimization,Total model run time,Avg. 'kernel' inference time per batch,Avg. 'kernel' inference time per image,Avg. model run time per batch,Avg. model run time per image,Overhead per batch,FPS,Peak Memory,Peak Memory Accelerator,Accuracy,Weights Memory,Total kernel run time,Total Overhead
resnet18,Pruning,9466.61,1.01,1.01,11.37,11.37,12.230013986013986,87.95074758135445,0.14,9.62,64.62,9.336134910583496,8129.549999999999,8744.460000000001
resnet18,Distillation,9551.1,1.15,1.15,11.48,11.48,12.20818181818182,87.10801393728222,0.14,10.97,85.87,9.941035270690918,8208.2,8728.850000000002
mobilenet_v2,Base,10236.95,1.68,1.68,12.4,12.4,12.637412587412587,80.64516129032258,0.14,2.84,64.9,3.401988983154297,8866.0,9035.75
mobilenet_v2,Pruning,9933.46,1.61,1.61,11.99,11.99,12.282951048951048,83.40283569641367,0.14,2.58,68.95,3.3319292068481445,8572.85,8782.31
mobilenet_v2,Distillation,10175.32,1.68,1.68,12.34,12.34,12.551216783216782,81.03727714748784,0.14,2.84,64.34,3.2358808517456055,8823.1,8974.119999999999
efficientnet_b0,Base,28590.27,27.68,27.68,38.04,38.04,12.306391608391609,26.288117770767613,0.44,4.36,63.36,6.106398582458496,27198.6,8799.07
efficientnet_b0,Pruning,27130.65,24.96,24.96,35.99,35.99,12.984965034965036,27.78549597110308,0.54,3.67,59.02,5.588894844055176,25732.850000000002,9284.25
efficientnet_b0,Distillation,28603.03,27.13,27.13,38.05,38.05,12.874237762237758,26.28120893561104,0.21,4.48,63.36,5.856590270996094,27205.749999999996,9205.079999999996
mnasnet1_0,Base,10268.04,2.38,2.38,12.45,12.45,11.980895104895104,80.32128514056225,0.14,3.94,87.41,4.1704301834106445,8901.75,8566.34
mnasnet1_0,Pruning,10320.74,2.09,2.09,12.52,12.52,12.344601398601398,79.87220447284345,0.14,3.66,77.76,3.8245849609375,8951.8,8826.39
mnasnet1_0,Distillation,10519.11,2.38,2.38,12.79,12.79,12.33204195804196,78.18608287724786,0.14,3.94,81.54,4.109734535217285,9144.849999999999,8817.410000000002
resnet18,Base,9519.97,1.12,1.12,11.42,11.42,12.194643356643354,87.56567425569177,0.14,10.97,94.69,10.106151580810547,8165.3,8719.169999999998
resnet18,Pruning,9341.1,1.01,1.01,11.19,11.19,12.054475524475524,89.36550491510278,0.14,9.62,64.62,9.336134910583496,8000.849999999999,8618.95
resnet18,Distillation,9750.49,1.15,1.15,11.74,11.74,12.48704895104895,85.17887563884156,0.14,10.97,85.87,9.941035270690918,8394.1,8928.24
mobilenet_v2,Base,9806.39,1.68,1.68,11.81,11.81,12.035230769230768,84.6740050804403,0.14,2.84,64.9,3.401988983154297,8444.15,8605.189999999999
mobilenet_v2,Pruning,10170.6,1.61,1.61,12.32,12.32,12.614615384615384,81.16883116883116,0.14,2.58,68.95,3.3319292068481445,8808.800000000001,9019.449999999999
mobilenet_v2,Distillation,10402.21,1.68,1.68,12.66,12.66,12.868545454545451,78.98894154818325,0.14,2.84,64.34,3.2358808517456055,9051.9,9201.009999999998
efficientnet_b0,Base,28582.65,27.68,27.68,38.04,38.04,12.295734265734268,26.288117770767613,0.44,4.36,63.36,6.106398582458496,27198.6,8791.45
efficientnet_b0,Pruning,27014.72,24.96,24.96,35.85,35.85,12.822825174825176,27.89400278940028,0.54,3.67,59.02,5.588894844055176,25632.75,9168.320000000002
efficientnet_b0,Distillation,28401.72,27.13,27.13,37.78,37.78,12.592685314685315,26.469031233456853,0.21,4.48,63.36,5.856590270996094,27012.7,9003.77
mnasnet1_0,Base,10262.33,2.38,2.38,12.46,12.46,11.972909090909091,80.25682182985553,0.14,3.94,87.41,4.1704301834106445,8908.900000000001,8560.630000000001
mnasnet1_0,Pruning,10266.07,2.09,2.09,12.45,12.45,12.26813986013986,80.32128514056225,0.14,3.66,77.76,3.8245849609375,8901.75,8771.72
mnasnet1_0,Distillation,10507.58,2.38,2.38,12.78,12.78,12.315916083916084,78.2472613458529,0.14,3.94,81.54,4.109734535217285,9137.699999999999,8805.880000000001
resnet18,Base,9343.91,1.12,1.12,11.17,11.17,11.948405594405592,89.52551477170994,0.14,10.97,94.69,10.106151580810547,7986.55,8543.109999999999
resnet18,Pruning,9421.17,1.01,1.01,11.31,11.31,12.166461538461538,88.41732979664013,0.14,9.62,64.62,9.336134910583496,8086.650000000001,8699.02
resnet18,Distillation,9449.37,1.15,1.15,11.34,11.34,12.065902097902098,88.18342151675485,0.14,10.97,85.87,9.941035270690918,8108.099999999999,8627.12
mobilenet_v2,Base,9964.68,1.68,1.68,12.04,12.04,12.256615384615383,83.05647840531562,0.14,2.84,64.9,3.401988983154297,8608.599999999999,8763.48
mobilenet_v2,Pruning,10175.61,1.61,1.61,12.32,12.32,12.621622377622378,81.16883116883116,0.14,2.58,68.95,3.3319292068481445,8808.800000000001,9024.460000000001
mobilenet_v2,Distillation,10239.28,1.68,1.68,12.46,12.46,12.64067132867133,80.25682182985553,0.14,2.84,64.34,3.2358808517456055,8908.900000000001,9038.08
efficientnet_b0,Base,28719.05,27.68,27.68,38.2,38.2,12.486503496503495,26.178010471204185,0.44,4.36,63.36,6.106398582458496,27313.000000000004,8927.849999999999
efficientnet_b0,Pruning,27153.0,24.96,24.96,36.05,36.05,13.016223776223775,27.73925104022192,0.54,3.67,59.02,5.588894844055176,25775.749999999996,9306.599999999999
efficientnet_b0,Distillation,28694.11,27.12,27.12,38.18,38.18,13.011622377622375,26.19172341540073,0.21,4.48,63.36,5.856590270996094,27298.7,9303.309999999998
mnasnet1_0,Base,10379.2,2.38,2.38,12.63,12.63,12.136363636363637,79.1765637371338,0.14,3.94,87.41,4.1704301834106445,9030.45,8677.5
mnasnet1_0,Pruning,10393.99,2.09,2.09,12.62,12.62,12.44704895104895,79.2393026941363,0.14,3.66,77.76,3.8245849609375,9023.3,8899.64
mnasnet1_0,Distillation,10568.63,2.38,2.38,12.87,12.87,12.401300699300698,77.7000777000777,0.14,3.94,81.54,4.109734535217285,9202.05,8866.929999999998
resnet18,Base,9508.68,1.12,1.12,11.38,11.38,12.178853146853148,87.87346221441125,0.14,10.97,94.69,10.106151580810547,8136.700000000001,8707.880000000001
resnet18,Pruning,9504.18,1.01,1.01,11.38,11.38,12.28255944055944,87.87346221441125,0.14,9.62,64.62,9.336134910583496,8136.700000000001,8782.03
resnet18,Distillation,9582.74,1.14,1.14,11.49,11.49,12.262433566433566,87.03220191470844,0.14,10.97,85.87,9.941035270690918,8215.35,8767.64
mobilenet_v2,Base,10009.9,1.68,1.68,12.11,12.11,12.31986013986014,82.57638315441784,0.14,2.84,64.9,3.401988983154297,8658.65,8808.7
mobilenet_v2,Pruning,10150.39,1.61,1.61,12.27,12.27,12.58634965034965,81.49959250203749,0.14,2.58,68.95,3.3319292068481445,8773.05,8999.24
mobilenet_v2,Distillation,10316.47,1.68,1.68,12.51,12.51,12.74862937062937,79.93605115907275,0.14,2.84,64.34,3.2358808517456055,8944.65,9115.27
efficientnet_b0,Base,28818.15,27.68,27.68,38.31,38.31,12.625104895104895,26.102845210127903,0.44,4.36,63.36,6.106398582458496,27391.65,9026.95
efficientnet_b0,Pruning,26976.37,24.96,24.96,35.78,35.78,12.769188811188812,27.94857462269424,0.54,3.67,59.02,5.588894844055176,25582.7,9129.970000000001
efficientnet_b0,Distillation,28715.46,27.13,27.13,38.21,38.21,13.03148251748252,26.17115938236064,0.21,4.48,63.36,5.856590270996094,27320.15,9317.510000000002
mnasnet1_0,Base,10493.81,2.38,2.38,12.74,12.74,12.29665734265734,78.49293563579278,0.14,3.94,87.41,4.1704301834106445,9109.1,8792.109999999999
mnasnet1_0,Pruning,10411.5,2.09,2.09,12.66,12.66,12.47153846153846,78.98894154818325,0.14,3.66,77.76,3.8245849609375,9051.9,8917.149999999998
mnasnet1_0,Distillation,10716.18,2.38,2.38,13.03,13.03,12.607664335664335,76.74597083653109,0.14,3.94,81.54,4.109734535217285,9316.449999999999,9014.48
resnet18,Base,9649.95,1.12,1.12,11.59,11.59,12.376433566433567,86.28127696289906,0.14,10.97,94.69,10.106151580810547,8286.85,8849.15
resnet18,Pruning,9340.26,1.01,1.01,11.18,11.18,12.0533006993007,89.44543828264759,0.14,9.62,64.62,9.336134910583496,7993.7,8618.11
resnet18,Distillation,9603.67,1.14,1.14,11.53,11.53,12.291706293706293,86.73026886383349,0.14,10.97,85.87,9.941035270690918,8243.949999999999,8788.57
mobilenet_v2,Base,9624.33,1.68,1.68,11.55,11.55,11.780601398601398,86.58008658008657,0.14,2.84,64.9,3.401988983154297,8258.25,8423.13
mobilenet_v2,Pruning,10402.44,1.61,1.61,12.64,12.64,12.938867132867134,79.1139240506329,0.14,2.58,68.95,3.3319292068481445,9037.6,9251.29
mobilenet_v2,Distillation,10854.19,1.68,1.68,13.26,13.26,13.500685314685317,75.41478129713424,0.14,2.84,64.34,3.2358808517456055,9480.9,9652.990000000002
efficientnet_b0,Base,28599.36,27.68,27.68,38.03,38.03,12.319104895104893,26.29503023928477,0.44,4.36,63.36,6.106398582458496,27191.45,8808.159999999998
efficientnet_b0,Pruning,27043.59,24.96,24.96,35.88,35.88,12.863202797202796,27.870680044593087,0.54,3.67,59.02,5.588894844055176,25654.2,9197.189999999999
efficientnet_b0,Distillation,28495.08,27.13,27.13,37.92,37.92,12.723258741258745,26.371308016877634,0.21,4.48,63.36,5.856590270996094,27112.800000000003,9097.130000000003
mnasnet1_0,Base,10424.95,2.38,2.38,12.69,12.69,12.20034965034965,78.80220646178093,0.14,3.94,87.41,4.1704301834106445,9073.35,8723.25
mnasnet1_0,Pruning,10231.6,2.09,2.09,12.38,12.38,12.21993006993007,80.77544426494345,0.14,3.66,77.76,3.8245849609375,8851.7,8737.25
mnasnet1_0,Distillation,10828.94,2.38,2.38,13.23,13.23,12.76537062937063,75.58578987150416,0.14,3.94,81.54,4.109734535217285,9459.45,9127.24
resnet18,Base,9240.3,1.12,1.12,11.04,11.04,11.803496503496504,90.57971014492756,0.14,10.97,94.69,10.106151580810547,7893.599999999999,8439.5
resnet18,Pruning,9527.67,1.01,1.01,11.44,11.44,12.315412587412588,87.41258741258741,0.14,9.62,64.62,9.336134910583496,8179.599999999999,8805.52
resnet18,Distillation,9562.21,1.14,1.14,11.46,11.46,12.233720279720275,87.26003490401395,0.14,10.97,85.87,9.941035270690918,8193.900000000001,8747.109999999997
mobilenet_v2,Base,10182.75,1.68,1.68,12.32,12.32,12.561608391608392,81.16883116883116,0.14,2.84,64.9,3.401988983154297,8808.800000000001,8981.55
mobilenet_v2,Pruning,10022.03,1.61,1.61,12.11,12.11,12.406825174825176,82.57638315441784,0.14,2.58,68.95,3.3319292068481445,8658.65,8870.880000000001
mobilenet_v2,Distillation,10107.52,1.68,1.68,12.23,12.23,12.456391608391607,81.76614881439085,0.14,2.84,64.34,3.2358808517456055,8744.45,8906.32
efficientnet_b0,Base,28690.1,27.68,27.68,38.2,38.2,12.446013986013988,26.178010471204185,0.44,4.36,63.36,6.106398582458496,27313.000000000004,8898.900000000001
efficientnet_b0,Pruning,26848.73,24.96,24.96,35.61,35.61,12.590671328671329,28.08199943836001,0.54,3.67,59.02,5.588894844055176,25461.149999999998,9002.33
efficientnet_b0,Distillation,28805.89,27.12,27.12,38.32,38.32,13.16795804195804,26.09603340292276,0.21,4.48,63.36,5.856590270996094,27398.8,9415.089999999998
mnasnet1_0,Base,10381.41,2.38,2.38,12.61,12.61,12.139454545454544,79.30214115781126,0.14,3.94,87.41,4.1704301834106445,9016.15,8679.71
mnasnet1_0,Pruning,10254.85,2.08,2.08,12.42,12.42,12.262447552447552,80.51529790660226,0.14,3.66,77.76,3.8245849609375,8880.3,8767.65
mnasnet1_0,Distillation,10687.79,2.38,2.38,13.03,13.03,12.567958041958043,76.74597083653109,0.14,3.94,81.54,4.109734535217285,9316.449999999999,8986.09
resnet18,Base,9253.65,1.12,1.12,11.02,11.02,11.822167832167832,90.74410163339384,0.14,10.97,94.69,10.106151580810547,7879.299999999999,8452.85
resnet18,Pruning,9716.15,1.01,1.01,11.7,11.7,12.579020979020978,85.47008547008548,0.14,9.62,64.62,9.336134910583496,8365.5,8994.0
resnet18,Distillation,9442.72,1.15,1.15,11.33,11.33,12.056601398601398,88.261253309797,0.14,10.97,85.87,9.941035270690918,8100.95,8620.47
mobilenet_v2,Base,9948.45,1.68,1.68,12.02,12.02,12.233916083916084,83.19467554076539,0.14,2.84,64.9,3.401988983154297,8594.3,8747.25
mobilenet_v2,Pruning,9862.57,1.61,1.61,11.88,11.88,12.183804195804196,84.17508417508417,0.14,2.58,68.95,3.3319292068481445,8494.2,8711.42
mobilenet_v2,Distillation,10205.32,1.68,1.68,12.37,12.37,12.593174825174826,80.84074373484236,0.14,2.84,64.34,3.2358808517456055,8844.55,9004.12
efficientnet_b0,Base,28981.23,27.68,27.68,38.62,38.62,12.853188811188808,25.893319523562923,0.44,4.36,63.36,6.106398582458496,27613.3,9190.029999999997
efficientnet_b0,Pruning,26826.57,24.96,24.96,35.59,35.59,12.55967832167832,28.097780275358243,0.54,3.67,59.02,5.588894844055176,25446.850000000002,8980.169999999998
efficientnet_b0,Distillation,28492.59,27.13,27.13,37.94,37.94,12.719776223776226,26.35740643120717,0.21,4.48,63.36,5.856590270996094,27127.1,9094.640000000001
mnasnet1_0,Base,10289.15,2.38,2.38,12.51,12.51,12.01041958041958,79.93605115907275,0.14,3.94,87.41,4.1704301834106445,8944.65,8587.449999999999
mnasnet1_0,Pruning,10556.84,2.09,2.09,12.84,12.84,12.674811188811187,77.88161993769471,0.14,3.66,77.76,3.8245849609375,9180.6,9062.489999999998
mnasnet1_0,Distillation,10571.77,2.38,2.38,12.85,12.85,12.40569230769231,77.82101167315176,0.14,3.94,81.54,4.109734535217285,9187.75,8870.070000000002
resnet18,Base,9565.14,1.12,1.12,11.48,11.48,12.25781818181818,87.10801393728222,0.14,10.97,94.69,10.106151580810547,8208.2,8764.339999999998
resnet18,Pruning,9424.97,1.01,1.01,11.26,11.26,12.171776223776224,88.80994671403198,0.14,9.62,64.62,9.336134910583496,8050.9,8702.82
resnet18,Distillation,9642.26,1.15,1.15,11.56,11.56,12.33567832167832,86.50519031141869,0.14,10.97,85.87,9.941035270690918,8265.4,8820.009999999998
mobilenet_v2,Base,9732.52,1.68,1.68,11.74,11.74,11.931916083916084,85.17887563884156,0.14,2.84,64.9,3.401988983154297,8394.1,8531.32
mobilenet_v2,Pruning,9927.43,1.61,1.61,11.97,11.97,12.274517482517483,83.5421888053467,0.14,2.58,68.95,3.3319292068481445,8558.550000000001,8776.28
mobilenet_v2,Distillation,10317.73,1.68,1.68,12.52,12.52,12.750391608391608,79.87220447284345,0.14,2.84,64.34,3.2358808517456055,8951.8,9116.529999999999
efficientnet_b0,Base,28749.75,27.68,27.68,38.26,38.26,12.52944055944056,26.136957658128598,0.44,4.36,63.36,6.106398582458496,27355.899999999998,8958.550000000001
efficientnet_b0,Pruning,27014.01,24.96,24.96,35.84,35.84,12.821832167832165,27.90178571428571,0.54,3.67,59.02,5.588894844055176,25625.600000000002,9167.609999999997
efficientnet_b0,Distillation,28467.76,27.13,27.13,37.82,37.82,12.685048951048952,26.441036488630356,0.21,4.48,63.36,5.856590270996094,27041.3,9069.810000000001
mnasnet1_0,Base,10459.09,2.38,2.38,12.71,12.71,12.248097902097903,78.67820613690007,0.14,3.94,87.41,4.1704301834106445,9087.650000000001,8757.390000000001
mnasnet1_0,Pruning,10283.19,2.08,2.08,12.5,12.5,12.302083916083916,80.0,0.14,3.66,77.76,3.8245849609375,8937.5,8795.99
mnasnet1_0,Distillation,10623.4,2.38,2.38,12.92,12.92,12.4779020979021,77.39938080495357,0.14,3.94,81.54,4.109734535217285,9237.8,8921.7
resnet18,Base,9431.95,1.12,1.12,11.28,11.28,12.071538461538465,88.65248226950355,0.14,10.97,94.69,10.106151580810547,8065.2,8631.150000000001
resnet18,Pruning,9530.12,1.02,1.02,11.41,11.41,12.308839160839163,87.64241893076249,0.14,9.62,64.62,9.336134910583496,8158.150000000001,8800.820000000002
resnet18,Distillation,9507.95,1.15,1.15,11.37,11.37,12.147832167832169,87.95074758135445,0.14,10.97,85.87,9.941035270690918,8129.549999999999,8685.7
mobilenet_v2,Base,10070.32,1.68,1.68,12.16,12.16,12.404363636363636,82.23684210526315,0.14,2.84,64.9,3.401988983154297,8694.4,8869.119999999999
mobilenet_v2,Pruning,10174.99,1.61,1.61,12.31,12.31,12.620755244755244,81.23476848090982,0.14,2.58,68.95,3.3319292068481445,8801.65,9023.84
mobilenet_v2,Distillation,10222.66,1.68,1.68,12.37,12.37,12.617426573426574,80.84074373484236,0.14,2.84,64.34,3.2358808517456055,8844.55,9021.460000000001
efficientnet_b0,Base,28783.62,27.68,27.68,38.28,38.28,12.576811188811185,26.12330198537095,0.44,4.36,63.36,6.106398582458496,27370.2,8992.419999999996
efficientnet_b0,Pruning,27052.23,24.96,24.96,35.87,35.87,12.875286713286712,27.87844995818233,0.54,3.67,59.02,5.588894844055176,25647.05,9205.83
efficientnet_b0,Distillation,28686.13,27.13,27.13,38.13,38.13,12.990461538461542,26.226068712300023,0.21,4.48,63.36,5.856590270996094,27262.95,9288.180000000002
mnasnet1_0,Base,10559.26,2.38,2.38,12.65,12.65,12.388195804195805,79.05138339920948,0.14,3.94,87.41,4.1704301834106445,9044.75,8857.56
mnasnet1_0,Pruning,10321.96,2.09,2.09,12.51,12.51,12.346307692307692,79.93605115907275,0.14,3.66,77.76,3.8245849609375,8944.65,8827.609999999999
mnasnet1_0,Distillation,10815.62,2.38,2.38,13.19,13.19,12.74674125874126,75.8150113722517,0.14,3.94,81.54,4.109734535217285,9430.85,9113.92
resnet18,Base,9562.65,1.12,1.12,11.44,11.44,12.254335664335663,87.41258741258741,0.14,10.97,94.69,10.106151580810547,8179.599999999999,8761.849999999999
resnet18,Pruning,9593.5,1.01,1.01,11.52,11.52,12.407482517482515,86.80555555555556,0.14,9.62,64.62,9.336134910583496,8236.8,8871.349999999999
resnet18,Distillation,9594.61,1.15,1.15,11.51,11.51,12.269034965034963,86.88097306689835,0.14,10.97,85.87,9.941035270690918,8229.65,8772.359999999999
mobilenet_v2,Base,9979.2,1.68,1.68,12.05,12.05,12.276923076923078,82.9875518672199,0.14,2.84,64.9,3.401988983154297,8615.75,8778.0
mobilenet_v2,Pruning,10181.91,1.61,1.61,12.31,12.31,12.630433566433569,81.23476848090982,0.14,2.58,68.95,3.3319292068481445,8801.65,9030.760000000002
mobilenet_v2,Distillation,10182.99,1.68,1.68,12.33,12.33,12.561944055944055,81.10300081103001,0.14,2.84,64.34,3.2358808517456055,8815.95,8981.789999999999
efficientnet_b0,Base,28738.9,27.68,27.68,38.24,38.24,12.514265734265734,26.15062761506276,0.44,4.36,63.36,6.106398582458496,27341.600000000002,8947.7
efficientnet_b0,Pruning,27062.12,24.96,24.96,35.95,35.95,12.889118881118875,27.816411682892905,0.54,3.67,59.02,5.588894844055176,25704.250000000004,9215.719999999996
efficientnet_b0,Distillation,28554.87,27.12,27.12,37.98,37.98,12.816881118881115,26.329647182727754,0.21,4.48,63.36,5.856590270996094,27155.699999999997,9164.069999999998
mnasnet1_0,Base,10418.45,2.38,2.38,12.63,12.63,12.191258741258745,79.1765637371338,0.14,3.94,87.41,4.1704301834106445,9030.45,8716.750000000002
mnasnet1_0,Pruning,10365.07,2.09,2.09,12.62,12.62,12.4066013986014,79.2393026941363,0.14,3.66,77.76,3.8245849609375,9023.3,8870.720000000001
mnasnet1_0,Distillation,10865.01,2.38,2.38,13.26,13.26,12.815818181818184,75.41478129713424,0.14,3.94,81.54,4.109734535217285,9480.9,9163.310000000001
resnet18,Base,9877.62,1.12,1.12,11.9,11.9,12.694853146853148,84.03361344537815,0.14,10.97,94.69,10.106151580810547,8508.5,9076.820000000002
resnet18,Pruning,9744.52,1.01,1.01,11.72,11.72,12.6186993006993,85.32423208191126,0.14,9.62,64.62,9.336134910583496,8379.800000000001,9022.369999999999
resnet18,Distillation,9931.19,1.15,1.15,11.95,11.95,12.739776223776223,83.68200836820084,0.14,10.97,85.87,9.941035270690918,8544.25,9108.94
mobilenet_v2,Base,11473.9,1.68,1.68,13.67,13.67,14.367412587412588,73.1528895391368,0.14,2.84,64.9,3.401988983154297,9774.05,10272.7
mobilenet_v2,Pruning,9996.22,1.61,1.61,12.02,12.02,12.370727272727272,83.19467554076539,0.14,2.58,68.95,3.3319292068481445,8594.3,8845.07
mobilenet_v2,Distillation,10382.94,1.68,1.68,12.57,12.57,12.841594405594408,79.55449482895783,0.14,2.84,64.34,3.2358808517456055,8987.550000000001,9181.740000000002
efficientnet_b0,Base,28695.15,27.68,27.68,38.19,38.19,12.453076923076928,26.18486514794449,0.44,4.36,63.36,6.106398582458496,27305.85,8903.950000000004
efficientnet_b0,Pruning,27106.32,24.96,24.96,35.98,35.98,12.950937062937063,27.79321845469705,0.54,3.67,59.02,5.588894844055176,25725.699999999997,9259.92
efficientnet_b0,Distillation,28821.92,27.12,27.12,38.37,38.37,13.19037762237762,26.062027625749284,0.21,4.48,63.36,5.856590270996094,27434.55,9431.119999999997
mnasnet1_0,Base,10303.81,2.38,2.38,12.48,12.48,12.030923076923075,80.12820512820512,0.14,3.94,87.41,4.1704301834106445,8923.2,8602.109999999999
mnasnet1_0,Pruning,10312.0,2.09,2.09,12.51,12.51,12.332377622377622,79.93605115907275,0.14,3.66,77.76,3.8245849609375,8944.65,8817.65
