Model,Optimization,Total model run time,Avg. model run time per batch,Init Time,Peak Memory,FPS,Accuracy
efficientnet_b0,Pruning,12819.95,17.93,58.03,15.0898,55.7724484104852,38.74
efficientnet_b0,Distillation,14235.65,19.91,58.13,16.5508,50.2260170768458,50.07
mnasnet1_0,Base,5212.35,7.29,50.88,13.9805,137.174211248285,77.9
mnasnet1_0,Pruning,5033.6,7.04,50.13,11.9414,142.045454545455,80.42
mnasnet1_0,Distillation,5105.1,7.14,51.83,12.6953,140.056022408964,88.39
resnet18,Base,11339.9,15.86,80.88,26.6367,63.0517023959647,92.45
resnet18,Pruning,10031.45,14.03,75.95,24.8984,71.2758374910905,77.76
resnet18,Distillation,11347.05,15.87,77.66,26.3672,63.0119722747322,99.44
mobilenet_v2,Base,4919.2,6.88,48.43,10.3672,145.348837209302,90.07
mobilenet_v2,Pruning,4819.1,6.74,46.34,10.1172,148.367952522255,72.31
mobilenet_v2,Distillation,4869.15,6.81,48.39,12.1562,146.842878120411,97.2
efficientnet_b0,Base,14249.95,19.93,59.48,16.3867,50.1756146512795,38.32
efficientnet_b0,Pruning,12855.7,17.98,56.88,15.1914,55.6173526140156,38.74
efficientnet_b0,Distillation,14249.95,19.93,58.41,15.8555,50.1756146512795,50.07
mnasnet1_0,Base,5190.9,7.26,52.13,12.7695,137.741046831956,77.9
mnasnet1_0,Pruning,5026.45,7.03,52.64,11.8633,142.247510668563,80.42
mnasnet1_0,Distillation,5162.3,7.22,50.81,12.75,138.504155124654,88.39
resnet18,Base,11347.05,15.87,83.39,26.5781,63.0119722747322,92.45
resnet18,Pruning,10045.75,14.05,76.27,26.5273,71.1743772241993,77.76
resnet18,Distillation,11332.75,15.85,76.4,26.6484,63.0914826498423,99.44
mobilenet_v2,Base,4919.2,6.88,47.86,10.3164,145.348837209302,90.07
mobilenet_v2,Pruning,4826.25,6.75,48.6,9.96875,148.148148148148,72.31
mobilenet_v2,Distillation,4819.1,6.74,47.19,11.875,148.367952522255,97.2
efficientnet_b0,Base,14235.65,19.91,59.4,16.3906,50.2260170768458,38.32
efficientnet_b0,Pruning,12805.65,17.91,56.17,16.6406,55.8347292015634,38.74
efficientnet_b0,Distillation,14228.5,19.9,61.29,16.0664,50.251256281407,50.07
mnasnet1_0,Base,5205.2,7.28,53.04,12.6055,137.362637362637,77.9
mnasnet1_0,Pruning,5005.0,7.0,51.34,13.543,142.857142857143,80.42
mnasnet1_0,Distillation,5126.55,7.17,52.74,12.6641,139.470013947001,88.39
resnet18,Base,11347.05,15.87,82.19,26.5586,63.0119722747322,92.45
resnet18,Pruning,10052.9,14.06,78.11,24.8828,71.1237553342817,77.76
resnet18,Distillation,11325.6,15.84,78.42,26.3242,63.1313131313131,99.44
mobilenet_v2,Base,4819.1,6.74,49.32,10.2891,148.367952522255,90.07
mobilenet_v2,Pruning,4776.2,6.68,46.87,10.0391,149.700598802395,72.31
mobilenet_v2,Distillation,4847.7,6.78,47.02,10.1094,147.492625368732,97.2
efficientnet_b0,Base,14249.95,19.93,59.73,16.4141,50.1756146512795,38.32
efficientnet_b0,Pruning,12834.25,17.95,57.66,15.0625,55.7103064066852,38.74
efficientnet_b0,Distillation,14257.1,19.94,59.36,16.1797,50.1504513540622,50.07
mnasnet1_0,Base,5190.9,7.26,53.95,12.5977,137.741046831956,77.9
mnasnet1_0,Pruning,4997.85,6.99,52.12,13.4062,143.061516452074,80.42
mnasnet1_0,Distillation,5262.4,7.36,53.51,14.5,135.869565217391,88.39
resnet18,Base,11325.6,15.84,81.53,28.0391,63.1313131313131,92.45
resnet18,Pruning,10031.45,14.03,76.25,24.9805,71.2758374910905,77.76
resnet18,Distillation,11354.2,15.88,78.74,26.4219,62.9722921914358,99.44
mobilenet_v2,Base,4904.9,6.86,49.38,10.3438,145.772594752187,90.07
mobilenet_v2,Pruning,4797.65,6.71,50.5,10.0039,149.03129657228,72.31
mobilenet_v2,Distillation,4862.0,6.8,48.18,11.9922,147.058823529412,97.2
efficientnet_b0,Base,14228.5,19.9,61.86,16.3906,50.251256281407,38.32
efficientnet_b0,Pruning,12827.1,17.94,57.29,16.6445,55.7413600891862,38.74
efficientnet_b0,Distillation,14228.5,19.9,58.96,16.125,50.251256281407,50.07
mnasnet1_0,Base,5133.7,7.18,54.88,14.4453,139.275766016713,77.9
mnasnet1_0,Pruning,5119.4,7.16,52.49,11.9648,139.664804469274,80.42
mnasnet1_0,Distillation,5155.15,7.21,51.54,12.7656,138.69625520111,88.39
resnet18,Base,11347.05,15.87,80.5,28.0703,63.0119722747322,92.45
resnet18,Pruning,10017.15,14.01,77.64,25.1133,71.3775874375446,77.76
resnet18,Distillation,11332.75,15.85,79.86,26.4414,63.0914826498423,99.44
mobilenet_v2,Base,4854.85,6.79,50.44,12.293,147.275405007364,90.07
mobilenet_v2,Pruning,4847.7,6.78,48.74,10.1133,147.492625368732,72.31
mobilenet_v2,Distillation,4876.3,6.82,51.02,10.3984,146.627565982405,97.2
efficientnet_b0,Base,14235.65,19.91,60.17,16.3945,50.2260170768458,38.32
efficientnet_b0,Pruning,12848.55,17.97,56.98,16.5781,55.6483027267668,38.74
efficientnet_b0,Distillation,14235.65,19.91,61.3,17.6562,50.2260170768458,50.07
mnasnet1_0,Base,5162.3,7.22,54.0,12.7227,138.504155124654,77.9
mnasnet1_0,Pruning,5055.05,7.07,54.04,11.793,141.442715700141,80.42
mnasnet1_0,Distillation,5183.75,7.25,53.48,14.3359,137.931034482759,88.39
resnet18,Base,11354.2,15.88,85.42,26.5586,62.9722921914358,92.45
resnet18,Pruning,10088.65,14.11,75.97,24.8789,70.871722182849,77.76
resnet18,Distillation,11361.35,15.89,80.37,26.3477,62.9326620516048,99.44
mobilenet_v2,Base,4833.4,6.76,48.62,10.4844,147.92899408284,90.07
mobilenet_v2,Pruning,4769.05,6.67,48.79,9.96484,149.925037481259,72.31
mobilenet_v2,Distillation,4833.4,6.76,50.27,10.3906,147.92899408284,97.2
efficientnet_b0,Base,14242.8,19.92,60.38,16.0586,50.2008032128514,38.32
efficientnet_b0,Pruning,12834.25,17.95,57.14,15.1367,55.7103064066852,38.74
efficientnet_b0,Distillation,14199.9,19.86,58.12,16.2383,50.3524672708963,50.07
mnasnet1_0,Base,5133.7,7.18,52.7,12.793,139.275766016713,77.9
mnasnet1_0,Pruning,5040.75,7.05,50.88,11.9141,141.843971631206,80.42
mnasnet1_0,Distillation,5119.4,7.16,52.01,12.4609,139.664804469274,88.39
resnet18,Base,11325.6,15.84,80.03,26.5234,63.1313131313131,92.45
resnet18,Pruning,10045.75,14.05,75.59,24.9883,71.1743772241993,77.76
resnet18,Distillation,11318.45,15.83,79.52,26.6016,63.1711939355654,99.44
mobilenet_v2,Base,4883.45,6.83,46.81,10.5625,146.412884333821,90.07
mobilenet_v2,Pruning,4840.55,6.77,46.84,9.99609,147.710487444609,72.31
mobilenet_v2,Distillation,4811.95,6.73,46.29,10.4805,148.588410104012,97.2
efficientnet_b0,Base,14221.35,19.89,58.67,16.3906,50.2765208647562,38.32
efficientnet_b0,Pruning,12855.7,17.98,58.29,17.2734,55.6173526140156,38.74
efficientnet_b0,Distillation,14207.05,19.87,57.75,16.0977,50.3271263210871,50.07
mnasnet1_0,Base,5176.6,7.24,53.21,12.7734,138.121546961326,77.9
mnasnet1_0,Pruning,5069.35,7.09,52.09,11.9688,141.043723554302,80.42
mnasnet1_0,Distillation,5198.05,7.27,51.99,12.6836,137.551581843191,88.39
resnet18,Base,11347.05,15.87,81.23,26.5195,63.0119722747322,92.45
resnet18,Pruning,10024.3,14.02,75.48,25.0586,71.3266761768902,77.76
resnet18,Distillation,11332.75,15.85,79.18,27.875,63.0914826498423,99.44
mobilenet_v2,Base,4847.7,6.78,48.69,10.375,147.492625368732,90.07
mobilenet_v2,Pruning,4819.1,6.74,49.4,9.82422,148.367952522255,72.31
mobilenet_v2,Distillation,4883.45,6.83,49.11,12.1445,146.412884333821,97.2
efficientnet_b0,Base,14242.8,19.92,58.99,16.418,50.2008032128514,38.32
efficientnet_b0,Pruning,12834.25,17.95,57.69,15.4453,55.7103064066852,38.74
efficientnet_b0,Distillation,14235.65,19.91,59.81,16.2188,50.2260170768458,50.07
mnasnet1_0,Base,5226.65,7.31,53.17,14.1133,136.798905608755,77.9
mnasnet1_0,Pruning,5090.8,7.12,51.82,11.8633,140.449438202247,80.42
mnasnet1_0,Distillation,5176.6,7.24,51.68,12.7383,138.121546961326,88.39
resnet18,Base,11325.6,15.84,81.89,26.6094,63.1313131313131,92.45
resnet18,Pruning,10031.45,14.03,75.65,24.918,71.2758374910905,77.76
resnet18,Distillation,11332.75,15.85,78.26,27.793,63.0914826498423,99.44
mobilenet_v2,Base,4819.1,6.74,52.09,12.125,148.367952522255,90.07
mobilenet_v2,Pruning,4783.35,6.69,47.43,10.2383,149.476831091181,72.31
mobilenet_v2,Distillation,4862.0,6.8,47.08,11.9336,147.058823529412,97.2
efficientnet_b0,Base,14242.8,19.92,59.29,16.1523,50.2008032128514,38.32
efficientnet_b0,Pruning,12848.55,17.97,57.68,15.0547,55.6483027267668,38.74
efficientnet_b0,Distillation,14214.2,19.88,59.26,16.3164,50.3018108651912,50.07
mnasnet1_0,Base,5190.9,7.26,52.5,12.6523,137.741046831956,77.9
mnasnet1_0,Pruning,5026.45,7.03,53.1,13.5938,142.247510668563,80.42
mnasnet1_0,Distillation,5233.8,7.32,54.33,14.3477,136.612021857923,88.39
resnet18,Base,11347.05,15.87,80.8,30.3984,63.0119722747322,92.45
resnet18,Pruning,10024.3,14.02,76.23,24.8203,71.3266761768902,77.76
resnet18,Distillation,11332.75,15.85,77.51,26.2852,63.0914826498423,99.44
mobilenet_v2,Base,4876.3,6.82,48.39,12.1484,146.627565982405,90.07
mobilenet_v2,Pruning,4783.35,6.69,47.9,10.082,149.476831091181,72.31
mobilenet_v2,Distillation,4876.3,6.82,48.22,10.5586,146.627565982405,97.2
efficientnet_b0,Base,14228.5,19.9,60.86,16.4766,50.251256281407,38.32
efficientnet_b0,Pruning,12834.25,17.95,57.47,15.2422,55.7103064066852,38.74
efficientnet_b0,Distillation,14242.8,19.92,59.89,15.9844,50.2008032128514,50.07
mnasnet1_0,Base,5190.9,7.26,52.7,12.5938,137.741046831956,77.9
mnasnet1_0,Pruning,5105.1,7.14,51.9,11.8672,140.056022408964,80.42
mnasnet1_0,Distillation,5133.7,7.18,54.28,12.4492,139.275766016713,88.39
resnet18,Base,11332.75,15.85,82.81,26.6484,63.0914826498423,92.45
resnet18,Pruning,10045.75,14.05,76.19,24.9805,71.1743772241993,77.76
resnet18,Distillation,11339.9,15.86,79.96,26.4688,63.0517023959647,99.44
mobilenet_v2,Base,4811.95,6.73,48.98,10.5586,148.588410104012,90.07
mobilenet_v2,Pruning,4804.8,6.72,49.43,11.6406,148.809523809524,72.31
mobilenet_v2,Distillation,4869.15,6.81,47.86,10.25,146.842878120411,97.2
efficientnet_b0,Base,14214.2,19.88,60.85,15.9141,50.3018108651912,38.32
efficientnet_b0,Pruning,12841.4,17.96,66.14,16.5977,55.6792873051225,38.74
efficientnet_b0,Distillation,14214.2,19.88,59.05,15.9453,50.3018108651912,50.07
mnasnet1_0,Base,5183.75,7.25,54.72,12.6875,137.931034482759,77.9
mnasnet1_0,Pruning,5090.8,7.12,53.89,11.9102,140.449438202247,80.42
mnasnet1_0,Distillation,5190.9,7.26,53.52,12.4062,137.741046831956,88.39
resnet18,Base,11339.9,15.86,81.35,28.2812,63.0517023959647,92.45
resnet18,Pruning,10031.45,14.03,78.19,25.2539,71.2758374910905,77.76
resnet18,Distillation,11361.35,15.89,80.0,26.2773,62.9326620516048,99.44
mobilenet_v2,Base,4833.4,6.76,49.56,10.4102,147.92899408284,90.07
mobilenet_v2,Pruning,4804.8,6.72,48.38,10.1094,148.809523809524,72.31
mobilenet_v2,Distillation,4897.75,6.85,48.35,11.8984,145.985401459854,97.2
efficientnet_b0,Base,14249.95,19.93,60.77,17.9805,50.1756146512795,38.32
efficientnet_b0,Pruning,12848.55,17.97,59.22,15.2461,55.6483027267668,38.74
efficientnet_b0,Distillation,14242.8,19.92,60.94,16.3711,50.2008032128514,50.07
mnasnet1_0,Base,5126.55,7.17,53.83,14.2578,139.470013947001,77.9
mnasnet1_0,Pruning,5040.75,7.05,51.65,11.9805,141.843971631206,80.42
mnasnet1_0,Distillation,5212.35,7.29,53.38,12.6992,137.174211248285,88.39
resnet18,Base,11325.6,15.84,84.03,26.4609,63.1313131313131,92.45
resnet18,Pruning,10024.3,14.02,74.09,26.7969,71.3266761768902,77.76
resnet18,Distillation,11332.75,15.85,76.9,26.2383,63.0914826498423,99.44
mobilenet_v2,Base,4890.6,6.84,48.96,10.6406,146.198830409357,90.07
mobilenet_v2,Pruning,4790.5,6.7,46.22,9.95703,149.253731343284,72.31
mobilenet_v2,Distillation,4869.15,6.81,48.03,11.8008,146.842878120411,97.2
efficientnet_b0,Base,14228.5,19.9,58.99,16.2891,50.251256281407,38.32
efficientnet_b0,Pruning,12848.55,17.97,56.41,15.1406,55.6483027267668,38.74
efficientnet_b0,Distillation,14235.65,19.91,59.64,17.4648,50.2260170768458,50.07
mnasnet1_0,Base,5226.65,7.31,52.09,14.3359,136.798905608755,77.9
mnasnet1_0,Pruning,5105.1,7.14,51.51,11.8672,140.056022408964,80.42
mnasnet1_0,Distillation,5155.15,7.21,51.04,14.3164,138.69625520111,88.39
resnet18,Base,11354.2,15.88,82.78,26.4688,62.9722921914358,92.45
resnet18,Pruning,10031.45,14.03,75.03,25.1172,71.2758374910905,77.76
resnet18,Distillation,11332.75,15.85,79.14,26.5781,63.0914826498423,99.44
mobilenet_v2,Base,4904.9,6.86,49.54,10.5898,145.772594752187,90.07
mobilenet_v2,Pruning,4797.65,6.71,47.01,9.95703,149.03129657228,72.31
mobilenet_v2,Distillation,4890.6,6.84,46.97,10.5,146.198830409357,97.2
efficientnet_b0,Base,14242.8,19.92,59.66,16.3008,50.2008032128514,38.32
efficientnet_b0,Pruning,12848.55,17.97,55.94,15.3633,55.6483027267668,38.74
efficientnet_b0,Distillation,14214.2,19.88,58.95,16.3711,50.3018108651912,50.07
mnasnet1_0,Base,5183.75,7.25,54.0,12.5898,137.931034482759,77.9
mnasnet1_0,Pruning,5047.9,7.06,51.4,11.9297,141.643059490085,80.42
mnasnet1_0,Distillation,5205.2,7.28,51.99,12.7695,137.362637362637,88.39
resnet18,Base,11332.75,15.85,82.11,26.4062,63.0914826498423,92.45
resnet18,Pruning,10088.65,14.11,77.47,24.8516,70.871722182849,77.76
resnet18,Distillation,11332.75,15.85,80.08,26.5898,63.0914826498423,99.44
mobilenet_v2,Base,4854.85,6.79,48.15,12.1836,147.275405007364,90.07
mobilenet_v2,Pruning,4783.35,6.69,46.92,9.92969,149.476831091181,72.31
mobilenet_v2,Distillation,4826.25,6.75,49.04,12.1445,148.148148148148,97.2
efficientnet_b0,Base,14242.8,19.92,60.82,16.3203,50.2008032128514,38.32
efficientnet_b0,Pruning,12841.4,17.96,56.7,15.168,55.6792873051225,38.74
efficientnet_b0,Distillation,14242.8,19.92,59.27,16.3398,50.2008032128514,50.07
mnasnet1_0,Base,5148.0,7.2,52.57,12.6133,138.888888888889,77.9
mnasnet1_0,Pruning,5047.9,7.06,52.66,13.4023,141.643059490085,80.42
mnasnet1_0,Distillation,5176.6,7.24,51.14,12.6211,138.121546961326,88.39
resnet18,Base,11318.45,15.83,82.32,28.2695,63.1711939355654,92.45
resnet18,Pruning,10031.45,14.03,74.79,26.8203,71.2758374910905,77.76
resnet18,Distillation,11347.05,15.87,78.03,26.3984,63.0119722747322,99.44
mobilenet_v2,Base,4862.0,6.8,48.91,10.3164,147.058823529412,90.07
mobilenet_v2,Pruning,4740.45,6.63,50.61,9.84766,150.829562594268,72.31
mobilenet_v2,Distillation,4876.3,6.82,48.27,10.2461,146.627565982405,97.2
efficientnet_b0,Base,14257.1,19.94,61.77,16.4141,50.1504513540622,38.32
efficientnet_b0,Pruning,12834.25,17.95,58.52,16.8398,55.7103064066852,38.74
efficientnet_b0,Distillation,14249.95,19.93,60.83,16.0547,50.1756146512795,50.07
mnasnet1_0,Base,5219.5,7.3,53.75,12.4688,136.986301369863,77.9
mnasnet1_0,Pruning,5033.6,7.04,53.13,13.5117,142.045454545455,80.42
mnasnet1_0,Distillation,5233.8,7.32,54.27,14.2578,136.612021857923,88.39
resnet18,Base,11325.6,15.84,81.48,28.2344,63.1313131313131,92.45
resnet18,Pruning,10052.9,14.06,77.23,24.7734,71.1237553342817,77.76
resnet18,Distillation,11332.75,15.85,79.16,26.2891,63.0914826498423,99.44
mobilenet_v2,Base,4811.95,6.73,49.25,10.5391,148.588410104012,90.07
mobilenet_v2,Pruning,4819.1,6.74,49.7,9.84375,148.367952522255,72.31
mobilenet_v2,Distillation,4826.25,6.75,49.12,10.4375,148.148148148148,97.2
efficientnet_b0,Base,14242.8,19.92,60.48,16.1914,50.2008032128514,38.32
efficientnet_b0,Pruning,12841.4,17.96,58.78,15.1406,55.6792873051225,38.74
efficientnet_b0,Distillation,14235.65,19.91,60.16,17.5,50.2260170768458,50.07
mnasnet1_0,Base,5219.5,7.3,54.06,14.2812,136.986301369863,77.9
mnasnet1_0,Pruning,4976.4,6.96,52.18,11.9648,143.67816091954,80.42
mnasnet1_0,Distillation,5205.2,7.28,58.37,12.7461,137.362637362637,88.39
resnet18,Base,11339.9,15.86,82.6,26.6133,63.0517023959647,92.45
resnet18,Pruning,10060.05,14.07,77.53,24.9922,71.0732054015636,77.76
resnet18,Distillation,11361.35,15.89,81.25,26.3398,62.9326620516048,99.44
mobilenet_v2,Base,4869.15,6.81,48.61,10.3594,146.842878120411,90.07
mobilenet_v2,Pruning,4862.0,6.8,48.46,9.74609,147.058823529412,72.31
mobilenet_v2,Distillation,4804.8,6.72,50.75,10.5234,148.809523809524,97.2
efficientnet_b0,Base,14264.25,19.95,60.4,16.3594,50.125313283208,38.32
efficientnet_b0,Pruning,12834.25,17.95,58.8,15.1094,55.7103064066852,38.74
efficientnet_b0,Distillation,14228.5,19.9,61.29,16.1914,50.251256281407,50.07
mnasnet1_0,Base,5126.55,7.17,52.75,12.6641,139.470013947001,77.9
mnasnet1_0,Pruning,5026.45,7.03,52.44,13.6094,142.247510668563,80.42
mnasnet1_0,Distillation,5140.85,7.19,52.29,14.0703,139.082058414465,88.39
resnet18,Base,11325.6,15.84,82.57,27.9453,63.1313131313131,92.45
resnet18,Pruning,10045.75,14.05,76.57,25.1055,71.1743772241993,77.76
resnet18,Distillation,11339.9,15.86,77.0,27.6953,63.0517023959647,99.44
mobilenet_v2,Base,4883.45,6.83,48.88,10.3203,146.412884333821,90.07
mobilenet_v2,Pruning,4840.55,6.77,48.97,11.3789,147.710487444609,72.31
mobilenet_v2,Distillation,4904.9,6.86,50.52,10.2148,145.772594752187,97.2
efficientnet_b0,Base,14214.2,19.88,60.99,17.5391,50.3018108651912,38.32
efficientnet_b0,Pruning,12827.1,17.94,59.83,15.1641,55.7413600891862,38.74
efficientnet_b0,Distillation,14242.8,19.92,57.0,16.1719,50.2008032128514,50.07
mnasnet1_0,Base,5162.3,7.22,50.05,14.3633,138.504155124654,77.9
mnasnet1_0,Pruning,5047.9,7.06,51.82,11.7656,141.643059490085,80.42
mnasnet1_0,Distillation,5205.2,7.28,51.51,14.0391,137.362637362637,88.39
resnet18,Base,11332.75,15.85,77.94,26.6484,63.0914826498423,92.45
resnet18,Pruning,10052.9,14.06,74.11,26.4844,71.1237553342817,77.76
resnet18,Distillation,11311.3,15.82,78.7,28.1992,63.2111251580278,99.44
mobilenet_v2,Base,4854.85,6.79,47.01,10.6328,147.275405007364,90.07
mobilenet_v2,Pruning,4811.95,6.73,47.94,10.0977,148.588410104012,72.31
mobilenet_v2,Distillation,4897.75,6.85,46.71,10.2578,145.985401459854,97.2
efficientnet_b0,Base,14228.5,19.9,58.98,17.832,50.251256281407,38.32
efficientnet_b0,Pruning,12848.55,17.97,57.82,15.4492,55.6483027267668,38.74
efficientnet_b0,Distillation,14221.35,19.89,59.11,16.1211,50.2765208647562,50.07
mnasnet1_0,Base,5169.45,7.23,54.22,12.7109,138.312586445367,77.9
mnasnet1_0,Pruning,5033.6,7.04,51.2,11.9336,142.045454545455,80.42
mnasnet1_0,Distillation,5219.5,7.3,50.52,12.4336,136.986301369863,88.39
resnet18,Base,11325.6,15.84,82.89,26.4805,63.1313131313131,92.45
resnet18,Pruning,10088.65,14.11,75.62,24.8906,70.871722182849,77.76
resnet18,Distillation,11318.45,15.83,79.45,27.9609,63.1711939355654,99.44
mobilenet_v2,Base,4847.7,6.78,47.82,11.9375,147.492625368732,90.07
mobilenet_v2,Pruning,4783.35,6.69,48.09,9.85938,149.476831091181,72.31
mobilenet_v2,Distillation,4804.8,6.72,47.53,10.2266,148.809523809524,97.2
efficientnet_b0,Base,14242.8,19.92,59.05,17.8281,50.2008032128514,38.32
efficientnet_b0,Pruning,12841.4,17.96,56.35,15.1289,55.6792873051225,38.74
efficientnet_b0,Distillation,14242.8,19.92,57.43,16.1602,50.2008032128514,50.07
mnasnet1_0,Base,5169.45,7.23,51.94,12.4258,138.312586445367,77.9
mnasnet1_0,Pruning,5005.0,7.0,52.99,13.375,142.857142857143,80.42
mnasnet1_0,Distillation,5155.15,7.21,52.26,12.6836,138.69625520111,88.39
resnet18,Base,11347.05,15.87,80.52,26.5625,63.0119722747322,92.45
resnet18,Pruning,10024.3,14.02,76.44,26.7578,71.3266761768902,77.76
resnet18,Distillation,11361.35,15.89,77.11,26.3164,62.9326620516048,99.44
mobilenet_v2,Base,4912.05,6.87,47.84,10.3711,145.560407569141,90.07
mobilenet_v2,Pruning,4847.7,6.78,46.62,9.91016,147.492625368732,72.31
mobilenet_v2,Distillation,4847.7,6.78,48.46,12.0938,147.492625368732,97.2
efficientnet_b0,Base,14228.5,19.9,59.52,16.3398,50.251256281407,38.32
efficientnet_b0,Pruning,12848.55,17.97,56.87,16.8047,55.6483027267668,38.74
efficientnet_b0,Distillation,14242.8,19.92,59.39,16.3633,50.2008032128514,50.07
mnasnet1_0,Base,5226.65,7.31,51.52,12.4219,136.798905608755,77.9
mnasnet1_0,Pruning,5055.05,7.07,52.51,13.5117,141.442715700141,80.42
mnasnet1_0,Distillation,5212.35,7.29,51.23,12.7422,137.174211248285,88.39
resnet18,Base,11304.15,15.81,82.31,26.4883,63.2511068943707,92.45
resnet18,Pruning,10010.0,14.0,77.81,24.9414,71.4285714285714,77.76
resnet18,Distillation,11339.9,15.86,81.58,26.4961,63.0517023959647,99.44
mobilenet_v2,Base,4862.0,6.8,47.33,10.4453,147.058823529412,90.07
mobilenet_v2,Pruning,4847.7,6.78,48.17,10.0312,147.492625368732,72.31
mobilenet_v2,Distillation,4876.3,6.82,48.24,10.4805,146.627565982405,97.2
efficientnet_b0,Base,14242.8,19.92,60.78,16.2969,50.2008032128514,38.32
efficientnet_b0,Pruning,12834.25,17.95,58.12,16.7031,55.7103064066852,38.74
efficientnet_b0,Distillation,14207.05,19.87,60.07,17.6094,50.3271263210871,50.07
