Model,Optimization,Total model run time,Avg. 'kernel' inference time per batch,Avg. 'kernel' inference time per image,Avg. model run time per batch,Avg. model run time per image,Overhead per batch,FPS,Peak Memory,Peak Memory Accelerator,Accuracy,Weights Memory,Total kernel run time,Total Overhead
efficientnet_b0,Base,26378.96,27.69,27.69,35.38,35.38,9.20365034965035,28.264556246466928,0.44,4.36,61.82,6.106398582458496,25296.7,6580.61
efficientnet_b0,Pruning,24916.17,24.98,24.98,33.28,33.28,9.867790209790204,30.048076923076923,0.54,3.67,37.06,5.588894844055176,23795.2,7055.469999999996
efficientnet_b0,Distillation,26663.78,27.13,27.13,35.74,35.74,10.162000000000004,27.97985450475657,0.21,4.48,63.36,5.856590270996094,25554.100000000002,7265.830000000004
mnasnet1_0,Base,8518.98,2.41,2.41,10.33,10.33,9.504657342657342,96.8054211035818,0.14,3.94,85.03,4.1704301834106445,7385.95,6795.83
mnasnet1_0,Pruning,8293.42,2.09,2.09,9.89,9.89,9.509188811188812,101.11223458038424,0.14,3.66,78.6,3.8245849609375,7071.35,6799.070000000001
mnasnet1_0,Distillation,8614.01,2.39,2.39,10.42,10.42,9.657566433566434,95.96928982725528,0.14,3.94,81.54,4.109734535217285,7450.3,6905.16
resnet18,Base,7705.89,1.14,1.14,9.17,9.17,9.637468531468532,109.05125408942205,0.14,10.96,89.51,10.106151580810547,6556.55,6890.79
resnet18,Pruning,7653.65,1.11,1.11,8.96,8.96,9.594405594405597,111.60714285714285,0.14,9.62,63.64,9.336134910583496,6406.400000000001,6860.000000000002
resnet18,Distillation,7812.64,1.18,1.18,9.3,9.3,9.746769230769232,107.5268817204301,0.14,10.97,85.87,9.941035270690918,6649.500000000001,6968.9400000000005
mobilenet_v2,Base,7925.26,1.73,1.73,9.41,9.41,9.35427972027972,106.26992561105207,0.14,2.84,54.69,3.401988983154297,6728.150000000001,6688.31
mobilenet_v2,Pruning,8300.83,1.65,1.65,9.87,9.87,9.959552447552449,101.31712259371837,0.14,2.58,68.39,3.3319292068481445,7057.049999999999,7121.080000000001
mobilenet_v2,Distillation,8388.36,1.71,1.71,10.05,10.05,10.02197202797203,99.50248756218905,0.14,2.84,64.34,3.2358808517456055,7185.750000000001,7165.710000000001
efficientnet_b0,Base,26463.63,27.69,27.69,35.49,35.49,9.322069930069931,28.17695125387433,0.44,4.36,61.82,6.106398582458496,25375.350000000002,6665.280000000001
efficientnet_b0,Pruning,24820.37,24.97,24.97,33.2,33.2,9.743804195804197,30.12048192771084,0.54,3.67,37.06,5.588894844055176,23738.000000000004,6966.820000000001
efficientnet_b0,Distillation,26702.55,27.13,27.13,35.8,35.8,10.216223776223774,27.93296089385475,0.21,4.48,63.36,5.856590270996094,25596.999999999996,7304.5999999999985
mnasnet1_0,Base,8880.32,2.44,2.44,10.69,10.69,9.980027972027973,93.54536950420956,0.14,3.94,85.03,4.1704301834106445,7643.349999999999,7135.72
mnasnet1_0,Pruning,8773.08,2.13,2.13,10.42,10.42,10.14004195804196,95.96928982725528,0.14,3.66,78.6,3.8245849609375,7450.3,7250.130000000002
mnasnet1_0,Distillation,8824.95,2.42,2.42,10.72,10.72,9.922587412587411,93.28358208955224,0.14,3.94,81.54,4.109734535217285,7664.8,7094.649999999999
resnet18,Base,8118.35,1.19,1.19,9.58,9.58,10.164335664335663,104.38413361169104,0.14,10.96,89.51,10.106151580810547,6849.7,7267.499999999999
resnet18,Pruning,7869.79,1.04,1.04,9.28,9.28,9.9666993006993,107.75862068965516,0.14,9.62,63.64,9.336134910583496,6635.2,7126.19
resnet18,Distillation,7797.27,1.21,1.21,9.27,9.27,9.695272727272728,107.87486515641856,0.14,10.97,85.87,9.941035270690918,6628.049999999999,6932.120000000001
mobilenet_v2,Base,8158.85,1.7,1.7,9.74,9.74,9.710979020979025,102.6694045174538,0.14,2.84,54.69,3.401988983154297,6964.1,6943.350000000003
mobilenet_v2,Pruning,8265.65,1.64,1.64,9.88,9.88,9.92034965034965,101.2145748987854,0.14,2.58,68.39,3.3319292068481445,7064.200000000001,7093.049999999999
mobilenet_v2,Distillation,8936.57,1.75,1.75,10.76,10.76,10.7486993006993,92.93680297397768,0.14,2.84,64.34,3.2358808517456055,7693.4,7685.32
efficientnet_b0,Base,26674.08,27.69,27.69,35.73,35.73,9.616405594405595,27.9876854184159,0.44,4.36,61.82,6.106398582458496,25546.949999999997,6875.7300000000005
efficientnet_b0,Pruning,25283.67,24.97,24.97,33.74,33.74,10.39177622377622,29.638411381149968,0.54,3.67,37.06,5.588894844055176,24124.100000000002,7430.119999999998
efficientnet_b0,Distillation,26842.67,27.13,27.13,35.96,35.96,10.4121958041958,27.808676307007783,0.21,4.48,63.36,5.856590270996094,25711.4,7444.7199999999975
mnasnet1_0,Base,9071.18,2.43,2.43,10.91,10.91,10.256965034965036,91.6590284142988,0.14,3.94,85.03,4.1704301834106445,7800.650000000001,7333.730000000001
mnasnet1_0,Pruning,8765.61,2.11,2.11,10.55,10.55,10.149594405594408,94.78672985781988,0.14,3.66,78.6,3.8245849609375,7543.250000000001,7256.960000000002
mnasnet1_0,Distillation,9182.49,2.42,2.42,11.12,11.12,10.422643356643356,89.92805755395685,0.14,3.94,81.54,4.109734535217285,7950.799999999999,7452.19
resnet18,Base,8331.95,1.17,1.17,9.85,9.85,10.483076923076924,101.52284263959392,0.14,10.96,89.51,10.106151580810547,7042.75,7495.400000000001
resnet18,Pruning,7832.7,1.04,1.04,9.28,9.28,9.914825174825175,107.75862068965516,0.14,9.62,63.64,9.336134910583496,6635.2,7089.1
resnet18,Distillation,7787.63,1.22,1.22,9.29,9.29,9.67179020979021,107.64262648008612,0.14,10.97,85.87,9.941035270690918,6642.349999999999,6915.33
mobilenet_v2,Base,8028.35,1.71,1.71,9.56,9.56,9.51846153846154,104.60251046025104,0.14,2.84,54.69,3.401988983154297,6835.400000000001,6805.700000000002
mobilenet_v2,Pruning,8430.94,1.66,1.66,10.08,10.08,10.131524475524476,99.2063492063492,0.14,2.58,68.39,3.3319292068481445,7207.2,7244.04
mobilenet_v2,Distillation,8636.48,1.72,1.72,10.42,10.42,10.358993006993003,95.96928982725528,0.14,2.84,64.34,3.2358808517456055,7450.3,7406.679999999998
efficientnet_b0,Base,26942.35,27.69,27.69,36.01,36.01,9.991608391608391,27.770063871146903,0.44,4.36,61.82,6.106398582458496,25747.149999999998,7144.0
efficientnet_b0,Pruning,24747.13,24.97,24.97,33.07,33.07,9.641370629370634,30.23888720895071,0.54,3.67,37.06,5.588894844055176,23645.05,6893.580000000004
efficientnet_b0,Distillation,26475.51,27.12,27.12,35.43,35.43,9.90868531468531,28.22466836014677,0.21,4.48,63.36,5.856590270996094,25332.45,7084.709999999997
mnasnet1_0,Base,9049.01,2.45,2.45,10.88,10.88,10.20595804195804,91.91176470588236,0.14,3.94,85.03,4.1704301834106445,7779.200000000001,7297.259999999998
mnasnet1_0,Pruning,8680.62,2.15,2.15,10.35,10.35,9.990727272727272,96.61835748792272,0.14,3.66,78.6,3.8245849609375,7400.25,7143.369999999999
mnasnet1_0,Distillation,8732.03,2.41,2.41,10.51,10.51,9.802629370629372,95.14747859181732,0.14,3.94,81.54,4.109734535217285,7514.65,7008.880000000001
resnet18,Base,8915.99,1.23,1.23,10.66,10.66,11.239916083916084,93.80863039399624,0.14,10.96,89.51,10.106151580810547,7621.900000000001,8036.54
resnet18,Pruning,8049.26,1.12,1.12,9.6,9.6,10.137706293706296,104.16666666666669,0.14,9.62,63.64,9.336134910583496,6864.0,7248.460000000002
resnet18,Distillation,8125.58,1.19,1.19,9.68,9.68,10.174447552447552,103.30578512396694,0.14,10.97,85.87,9.941035270690918,6921.2,7274.73
mobilenet_v2,Base,8244.1,1.7,1.7,9.8,9.8,9.830209790209793,102.0408163265306,0.14,2.84,54.69,3.401988983154297,7007.000000000001,7028.600000000002
mobilenet_v2,Pruning,8576.1,1.62,1.62,10.32,10.32,10.374545454545457,96.89922480620154,0.14,2.58,68.39,3.3319292068481445,7378.8,7417.800000000002
mobilenet_v2,Distillation,10032.2,1.71,1.71,12.33,12.33,12.321048951048953,81.10300081103001,0.14,2.84,64.34,3.2358808517456055,8815.95,8809.550000000001
efficientnet_b0,Base,26344.02,27.69,27.69,35.33,35.33,9.15478321678322,28.304557033682425,0.44,4.36,61.82,6.106398582458496,25260.949999999997,6545.670000000003
efficientnet_b0,Pruning,24783.31,24.97,24.97,33.08,33.08,9.691972027972028,30.22974607013301,0.54,3.67,37.06,5.588894844055176,23652.199999999997,6929.76
efficientnet_b0,Distillation,26611.62,27.13,27.13,35.6,35.6,10.089048951048948,28.08988764044944,0.21,4.48,63.36,5.856590270996094,25454.0,7213.669999999998
mnasnet1_0,Base,8640.83,2.41,2.41,10.45,10.45,9.675076923076922,95.69377990430624,0.14,3.94,85.03,4.1704301834106445,7471.749999999999,6917.679999999999
mnasnet1_0,Pruning,8422.0,2.1,2.1,10.09,10.09,9.67902097902098,99.10802775024776,0.14,3.66,78.6,3.8245849609375,7214.349999999999,6920.5
mnasnet1_0,Distillation,9144.75,2.4,2.4,11.02,11.02,10.38986013986014,90.74410163339384,0.14,3.94,81.54,4.109734535217285,7879.299999999999,7428.75
resnet18,Base,8799.27,1.27,1.27,10.34,10.34,11.03667132867133,96.7117988394584,0.14,10.96,89.51,10.106151580810547,7393.099999999999,7891.220000000001
resnet18,Pruning,8718.41,1.12,1.12,10.31,10.31,11.07358041958042,96.99321047526672,0.14,9.62,63.64,9.336134910583496,7371.650000000001,7917.610000000001
resnet18,Distillation,8072.28,1.24,1.24,9.51,9.51,10.049902097902097,105.15247108307044,0.14,10.97,85.87,9.941035270690918,6799.65,7185.679999999999
mobilenet_v2,Base,9389.69,1.79,1.79,11.28,11.28,11.342433566433566,88.65248226950355,0.14,2.84,54.69,3.401988983154297,8065.2,8109.84
mobilenet_v2,Pruning,9328.19,1.65,1.65,11.12,11.12,11.39641958041958,89.92805755395685,0.14,2.58,68.39,3.3319292068481445,7950.799999999999,8148.4400000000005
mobilenet_v2,Distillation,9346.2,1.73,1.73,11.1,11.1,11.341608391608393,90.09009009009009,0.14,2.84,64.34,3.2358808517456055,7936.5,8109.250000000001
efficientnet_b0,Base,26620.69,27.69,27.69,35.61,35.61,9.54173426573426,28.08199943836001,0.44,4.36,61.82,6.106398582458496,25461.149999999998,6822.339999999996
efficientnet_b0,Pruning,24807.79,24.97,24.97,33.13,33.13,9.726209790209792,30.18412315122245,0.54,3.67,37.06,5.588894844055176,23687.95,6954.240000000001
efficientnet_b0,Distillation,26298.03,27.13,27.13,35.28,35.28,9.650461538461538,28.34467120181406,0.21,4.48,63.36,5.856590270996094,25225.2,6900.08
mnasnet1_0,Base,8508.62,2.4,2.4,10.22,10.22,9.500167832167833,97.84735812133071,0.14,3.94,85.03,4.1704301834106445,7307.3,6792.620000000001
mnasnet1_0,Pruning,8485.93,2.12,2.12,10.23,10.23,9.748433566433564,97.75171065493646,0.14,3.66,78.6,3.8245849609375,7314.450000000001,6970.129999999998
mnasnet1_0,Distillation,8595.01,2.4,2.4,10.34,10.34,9.620993006993007,96.7117988394584,0.14,3.94,81.54,4.109734535217285,7393.099999999999,6879.01
resnet18,Base,7636.78,1.15,1.15,9.04,9.04,9.530811188811189,110.61946902654869,0.14,10.96,89.51,10.106151580810547,6463.599999999999,6814.53
resnet18,Pruning,7808.72,1.03,1.03,9.28,9.28,9.891286713286714,107.75862068965516,0.14,9.62,63.64,9.336134910583496,6635.2,7072.27
resnet18,Distillation,7992.14,1.21,1.21,9.5,9.5,9.96781818181818,105.26315789473684,0.14,10.97,85.87,9.941035270690918,6792.5,7126.989999999998
mobilenet_v2,Base,8159.11,1.71,1.71,9.74,9.74,9.701342657342655,102.6694045174538,0.14,2.84,54.69,3.401988983154297,6964.1,6936.459999999998
mobilenet_v2,Pruning,8451.73,1.65,1.65,10.15,10.15,10.170601398601397,98.52216748768473,0.14,2.58,68.39,3.3319292068481445,7257.25,7271.979999999999
mobilenet_v2,Distillation,8547.9,1.72,1.72,10.35,10.35,10.235104895104891,96.61835748792272,0.14,2.84,64.34,3.2358808517456055,7400.25,7318.099999999998
efficientnet_b0,Base,26488.88,27.69,27.69,35.48,35.48,9.357384615384614,28.184892897406996,0.44,4.36,61.82,6.106398582458496,25368.199999999997,6690.529999999999
efficientnet_b0,Pruning,24860.49,24.97,24.97,33.23,33.23,9.799916083916088,30.093289196509183,0.54,3.67,37.06,5.588894844055176,23759.449999999997,7006.940000000003
efficientnet_b0,Distillation,26695.74,27.13,27.13,35.72,35.72,10.206699300699302,27.99552071668533,0.21,4.48,63.36,5.856590270996094,25539.8,7297.790000000001
mnasnet1_0,Base,8960.7,2.4,2.4,10.75,10.75,10.132447552447552,93.02325581395348,0.14,3.94,85.03,4.1704301834106445,7686.25,7244.7
mnasnet1_0,Pruning,9414.44,2.1,2.1,11.34,11.34,11.067048951048951,88.18342151675485,0.14,3.66,78.6,3.8245849609375,8108.099999999999,7912.9400000000005
mnasnet1_0,Distillation,8875.27,2.43,2.43,10.74,10.74,9.982965034965035,93.10986964618247,0.14,3.94,81.54,4.109734535217285,7679.1,7137.820000000001
resnet18,Base,7554.11,1.16,1.16,8.91,8.91,9.405188811188811,112.2334455667789,0.14,10.96,89.51,10.106151580810547,6370.650000000001,6724.71
resnet18,Pruning,8275.0,1.1,1.1,9.75,9.75,10.473426573426574,102.56410256410255,0.14,9.62,63.64,9.336134910583496,6971.25,7488.5
resnet18,Distillation,7914.13,1.24,1.24,9.35,9.35,9.828713286713286,106.951871657754,0.14,10.97,85.87,9.941035270690918,6685.25,7027.53
mobilenet_v2,Base,7944.54,1.72,1.72,9.43,9.43,9.391244755244754,106.04453870625665,0.14,2.84,54.69,3.401988983154297,6742.45,6714.739999999999
mobilenet_v2,Pruning,9046.14,1.66,1.66,10.88,10.88,10.991944055944057,91.91176470588236,0.14,2.58,68.39,3.3319292068481445,7779.200000000001,7859.240000000001
mobilenet_v2,Distillation,8242.76,1.71,1.71,9.85,9.85,9.818335664335663,101.52284263959392,0.14,2.84,64.34,3.2358808517456055,7042.75,7020.109999999999
efficientnet_b0,Base,26870.62,27.69,27.69,35.9,35.9,9.891286713286709,27.85515320334262,0.44,4.36,61.82,6.106398582458496,25668.5,7072.269999999997
efficientnet_b0,Pruning,25131.5,24.97,24.97,33.55,33.55,10.178951048951047,29.80625931445604,0.54,3.67,37.06,5.588894844055176,23988.249999999996,7277.949999999999
efficientnet_b0,Distillation,26640.4,27.13,27.13,35.63,35.63,10.129300699300703,28.066236317709794,0.21,4.48,63.36,5.856590270996094,25475.45,7242.450000000003
mnasnet1_0,Base,8436.31,2.39,2.39,10.12,10.12,9.409034965034964,98.81422924901186,0.14,3.94,85.03,4.1704301834106445,7235.799999999999,6727.459999999999
mnasnet1_0,Pruning,8542.77,2.09,2.09,10.31,10.31,9.85793006993007,96.99321047526672,0.14,3.66,78.6,3.8245849609375,7371.650000000001,7048.42
mnasnet1_0,Distillation,8630.74,2.39,2.39,10.48,10.48,9.680965034965034,95.41984732824427,0.14,3.94,81.54,4.109734535217285,7493.200000000001,6921.889999999999
resnet18,Base,7585.18,1.18,1.18,8.91,8.91,9.428643356643358,112.2334455667789,0.14,10.96,89.51,10.106151580810547,6370.650000000001,6741.4800000000005
resnet18,Pruning,7825.48,1.11,1.11,9.35,9.35,9.834727272727273,106.951871657754,0.14,9.62,63.64,9.336134910583496,6685.25,7031.83
resnet18,Distillation,7960.03,1.21,1.21,9.4,9.4,9.92290909090909,106.38297872340424,0.14,10.97,85.87,9.941035270690918,6721.0,7094.88
mobilenet_v2,Base,8136.74,1.69,1.69,9.7,9.7,9.690055944055944,103.09278350515464,0.14,2.84,54.69,3.401988983154297,6935.499999999999,6928.389999999999
mobilenet_v2,Pruning,8162.4,1.67,1.67,9.68,9.68,9.745944055944056,103.30578512396694,0.14,2.58,68.39,3.3319292068481445,6921.2,6968.35
mobilenet_v2,Distillation,9368.02,1.75,1.75,11.19,11.19,11.352125874125877,89.36550491510278,0.14,2.84,64.34,3.2358808517456055,8000.849999999999,8116.770000000001
efficientnet_b0,Base,26904.16,27.69,27.69,35.96,35.96,9.938195804195804,27.808676307007783,0.44,4.36,61.82,6.106398582458496,25711.4,7105.8099999999995
efficientnet_b0,Pruning,25249.21,24.98,24.98,33.68,33.68,10.333580419580418,29.69121140142518,0.54,3.67,37.06,5.588894844055176,24081.2,7388.509999999998
efficientnet_b0,Distillation,26607.32,27.13,27.13,35.59,35.59,10.083034965034964,28.097780275358243,0.21,4.48,63.36,5.856590270996094,25446.850000000002,7209.369999999999
mnasnet1_0,Base,9272.18,2.44,2.44,11.23,11.23,10.528083916083917,89.04719501335708,0.14,3.94,85.03,4.1704301834106445,8029.450000000001,7527.580000000001
mnasnet1_0,Pruning,9364.21,2.17,2.17,11.27,11.27,10.926797202797202,88.73114463176576,0.14,3.66,78.6,3.8245849609375,8058.049999999999,7812.659999999999
mnasnet1_0,Distillation,8702.99,2.41,2.41,10.43,10.43,9.762013986013985,95.87727708533076,0.14,3.94,81.54,4.109734535217285,7457.45,6979.839999999999
resnet18,Base,7582.83,1.15,1.15,8.96,8.96,9.455356643356644,111.60714285714285,0.14,10.96,89.51,10.106151580810547,6406.400000000001,6760.580000000001
resnet18,Pruning,7853.49,1.04,1.04,9.3,9.3,9.943902097902097,107.5268817204301,0.14,9.62,63.64,9.336134910583496,6649.500000000001,7109.889999999999
resnet18,Distillation,7982.35,1.21,1.21,9.42,9.42,9.954125874125875,106.15711252653928,0.14,10.97,85.87,9.941035270690918,6735.3,7117.200000000001
mobilenet_v2,Base,8637.49,1.73,1.73,10.34,10.34,10.350405594405592,96.7117988394584,0.14,2.84,54.69,3.401988983154297,7393.099999999999,7400.539999999998
mobilenet_v2,Pruning,8409.7,1.66,1.66,10.03,10.03,10.101818181818183,99.70089730807578,0.14,2.58,68.39,3.3319292068481445,7171.45,7222.800000000001
mobilenet_v2,Distillation,9029.53,1.73,1.73,10.67,10.67,10.898713286713289,93.72071227741333,0.14,2.84,64.34,3.2358808517456055,7629.05,7792.580000000002
efficientnet_b0,Base,26334.3,27.69,27.69,35.33,35.33,9.141188811188808,28.304557033682425,0.44,4.36,61.82,6.106398582458496,25260.949999999997,6535.949999999998
efficientnet_b0,Pruning,24743.05,24.97,24.97,33.07,33.07,9.635664335664336,30.23888720895071,0.54,3.67,37.06,5.588894844055176,23645.05,6889.5
efficientnet_b0,Distillation,26251.22,27.12,27.12,35.17,35.17,9.594993006993011,28.433323855558715,0.21,4.48,63.36,5.856590270996094,25146.550000000003,6860.420000000003
mnasnet1_0,Base,8268.46,2.43,2.43,9.93,9.93,9.13427972027972,100.70493454179255,0.14,3.94,85.03,4.1704301834106445,7099.95,6531.009999999999
mnasnet1_0,Pruning,9241.25,2.11,2.11,11.19,11.19,10.814825174825176,89.36550491510278,0.14,3.66,78.6,3.8245849609375,8000.849999999999,7732.6
mnasnet1_0,Distillation,9525.66,2.44,2.44,11.43,11.43,10.882601398601398,87.48906386701663,0.14,3.94,81.54,4.109734535217285,8172.45,7781.0599999999995
resnet18,Base,7865.47,1.16,1.16,9.26,9.26,9.840657342657344,107.9913606911447,0.14,10.96,89.51,10.106151580810547,6620.9,7036.0700000000015
resnet18,Pruning,7944.72,1.05,1.05,9.33,9.33,10.061496503496503,107.18113612004286,0.14,9.62,63.64,9.336134910583496,6670.95,7193.969999999999
resnet18,Distillation,9623.75,1.25,1.25,11.72,11.72,12.20979020979021,85.32423208191126,0.14,10.97,85.87,9.941035270690918,8379.800000000001,8730.0
mobilenet_v2,Base,7965.79,1.7,1.7,9.51,9.51,9.440965034965036,105.15247108307044,0.14,2.84,54.69,3.401988983154297,6799.65,6750.290000000001
mobilenet_v2,Pruning,8213.77,1.67,1.67,9.82,9.82,9.81779020979021,101.83299389002036,0.14,2.58,68.39,3.3319292068481445,7021.3,7019.72
mobilenet_v2,Distillation,9019.47,1.69,1.69,10.77,10.77,10.924643356643356,92.85051067780871,0.14,2.84,64.34,3.2358808517456055,7700.549999999999,7811.12
efficientnet_b0,Base,26704.19,27.69,27.69,35.76,35.76,9.658517482517478,27.964205816554813,0.44,4.36,61.82,6.106398582458496,25568.399999999998,6905.8399999999965
efficientnet_b0,Pruning,25276.84,24.98,24.98,33.71,33.71,10.372223776223771,29.664787896766537,0.54,3.67,37.06,5.588894844055176,24102.65,7416.139999999997
efficientnet_b0,Distillation,26503.28,27.13,27.13,35.34,35.34,9.937524475524471,28.296547821165817,0.21,4.48,63.36,5.856590270996094,25268.100000000002,7105.329999999997
mnasnet1_0,Base,8614.47,2.42,2.42,10.39,10.39,9.62820979020979,96.24639076034649,0.14,3.94,85.03,4.1704301834106445,7428.85,6884.169999999999
mnasnet1_0,Pruning,8749.11,2.09,2.09,10.5,10.5,10.146517482517485,95.23809523809524,0.14,3.66,78.6,3.8245849609375,7507.5,7254.760000000002
mnasnet1_0,Distillation,8617.65,2.4,2.4,10.4,10.4,9.652657342657342,96.15384615384616,0.14,3.94,81.54,4.109734535217285,7436.0,6901.65
resnet18,Base,7461.61,1.13,1.13,8.83,8.83,9.305818181818182,113.2502831257078,0.14,10.96,89.51,10.106151580810547,6313.45,6653.66
resnet18,Pruning,8327.74,1.08,1.08,9.88,9.88,10.56718881118881,101.2145748987854,0.14,9.62,63.64,9.336134910583496,7064.200000000001,7555.539999999999
resnet18,Distillation,8465.21,1.21,1.21,10.06,10.06,10.629454545454545,99.40357852882704,0.14,10.97,85.87,9.941035270690918,7192.900000000001,7600.0599999999995
mobilenet_v2,Base,8937.39,1.76,1.76,10.63,10.63,10.739846153846154,94.0733772342427,0.14,2.84,54.69,3.401988983154297,7600.450000000001,7678.99
mobilenet_v2,Pruning,8911.49,1.68,1.68,10.64,10.64,10.783622377622375,93.98496240601504,0.14,2.58,68.39,3.3319292068481445,7607.6,7710.289999999998
mobilenet_v2,Distillation,9059.66,1.81,1.81,10.81,10.81,10.860853146853144,92.50693802035153,0.14,2.84,64.34,3.2358808517456055,7729.150000000001,7765.5099999999975
efficientnet_b0,Base,26674.61,27.69,27.69,35.72,35.72,9.617146853146853,27.99552071668533,0.44,4.36,61.82,6.106398582458496,25539.8,6876.259999999999
efficientnet_b0,Pruning,24649.86,24.97,24.97,32.92,32.92,9.505328671328677,30.37667071688943,0.54,3.67,37.06,5.588894844055176,23537.800000000003,6796.310000000004
efficientnet_b0,Distillation,26854.7,27.13,27.13,35.93,35.93,10.42902097902098,27.83189535207348,0.21,4.48,63.36,5.856590270996094,25689.95,7456.75
mnasnet1_0,Base,8989.57,2.44,2.44,10.81,10.81,10.132825174825175,92.50693802035153,0.14,3.94,85.03,4.1704301834106445,7729.150000000001,7244.97
mnasnet1_0,Pruning,8944.92,2.12,2.12,10.72,10.72,10.390377622377624,93.28358208955224,0.14,3.66,78.6,3.8245849609375,7664.8,7429.120000000001
mnasnet1_0,Distillation,9377.88,2.46,2.46,11.3,11.3,10.655916083916082,88.49557522123894,0.14,3.94,81.54,4.109734535217285,8079.500000000001,7618.979999999999
resnet18,Base,7511.36,1.18,1.18,8.87,8.87,9.325398601398602,112.73957158962796,0.14,10.96,89.51,10.106151580810547,6342.049999999999,6667.660000000001
resnet18,Pruning,8137.9,1.09,1.09,9.55,9.55,10.29167832167832,104.71204188481674,0.14,9.62,63.64,9.336134910583496,6828.250000000001,7358.549999999999
resnet18,Distillation,8140.24,1.18,1.18,9.73,9.73,10.204951048951049,102.7749229188078,0.14,10.97,85.87,9.941035270690918,6956.950000000001,7296.54
mobilenet_v2,Base,8317.72,1.77,1.77,9.93,9.93,9.863174825174823,100.70493454179255,0.14,2.84,54.69,3.401988983154297,7099.95,7052.169999999999
mobilenet_v2,Pruning,8554.7,1.63,1.63,10.21,10.21,10.334615384615386,97.9431929480901,0.14,2.58,68.39,3.3319292068481445,7300.150000000001,7389.250000000001
mobilenet_v2,Distillation,8670.43,1.72,1.72,10.42,10.42,10.406475524475525,95.96928982725528,0.14,2.84,64.34,3.2358808517456055,7450.3,7440.63
efficientnet_b0,Base,26364.36,27.69,27.69,35.29,35.29,9.183230769230772,28.33663927458204,0.44,4.36,61.82,6.106398582458496,25232.35,6566.010000000002
efficientnet_b0,Pruning,24889.36,24.98,24.98,33.15,33.15,9.830293706293704,30.1659125188537,0.54,3.67,37.06,5.588894844055176,23702.25,7028.659999999998
efficientnet_b0,Distillation,26374.98,27.13,27.13,35.29,35.29,9.758083916083915,28.33663927458204,0.21,4.48,63.36,5.856590270996094,25232.35,6977.03
