Model,Optimization,Total model run time,Avg. 'kernel' inference time per batch,Avg. 'kernel' inference time per image,Avg. model run time per batch,Avg. model run time per image,Overhead per batch,FPS,Peak Memory,Peak Memory Accelerator,Accuracy,Weights Memory,Total kernel run time,Total Overhead
efficientnet_b0,Base,28767.22,27.68,27.68,38.36,38.36,12.553874125874133,26.068821689259646,0.44,4.36,63.36,6.106398582458496,27427.399999999998,8976.020000000006
efficientnet_b0,Pruning,29837.34,24.96,24.96,39.12,39.12,16.770545454545456,25.56237218813906,0.54,3.67,59.02,5.588894844055176,27970.8,11990.94
efficientnet_b0,Distillation,29711.26,27.13,27.13,39.45,39.45,14.42420979020979,25.348542458808616,0.21,4.48,63.36,5.856590270996094,28206.750000000004,10313.31
mnasnet1_0,Base,14178.2,2.45,2.45,17.25,17.25,17.37965034965035,57.971014492753625,0.14,3.94,87.41,4.1704301834106445,12333.75,12426.45
mnasnet1_0,Pruning,11169.62,2.13,2.13,13.67,13.67,13.491846153846154,73.1528895391368,0.14,3.66,77.76,3.8245849609375,9774.05,9646.67
mnasnet1_0,Distillation,11245.28,2.41,2.41,13.82,13.82,13.317664335664336,72.3589001447178,0.14,3.94,81.54,4.109734535217285,9881.300000000001,9522.130000000001
resnet18,Base,9945.89,1.22,1.22,12.03,12.03,12.690335664335665,83.1255195344971,0.14,10.97,94.69,10.106151580810547,8601.449999999999,9073.59
resnet18,Pruning,10673.54,1.11,1.11,12.8,12.8,13.818027972027974,78.125,0.14,9.62,64.62,9.336134910583496,9152.0,9879.890000000001
resnet18,Distillation,9998.18,1.34,1.34,11.99,11.99,12.643468531468532,83.40283569641367,0.14,10.97,85.87,9.941035270690918,8572.85,9040.08
mobilenet_v2,Base,12176.57,1.76,1.76,14.78,14.78,15.27016783216783,67.65899864682002,0.14,2.84,64.9,3.401988983154297,10567.699999999999,10918.169999999998
mobilenet_v2,Pruning,12308.36,1.71,1.71,14.97,14.97,15.50448951048951,66.8002672010688,0.14,2.58,68.95,3.3319292068481445,10703.550000000001,11085.71
mobilenet_v2,Distillation,12742.88,1.75,1.75,15.5,15.5,16.07220979020979,64.51612903225806,0.14,2.84,64.34,3.2358808517456055,11082.5,11491.63
efficientnet_b0,Base,30562.24,27.68,27.68,40.43,40.43,15.06439160839161,24.73410833539451,0.44,4.36,63.36,6.106398582458496,28907.45,10771.04
efficientnet_b0,Pruning,28232.97,24.96,24.96,37.38,37.38,14.526671328671329,26.75227394328518,0.54,3.67,59.02,5.588894844055176,26726.7,10386.57
efficientnet_b0,Distillation,30236.39,27.12,27.12,40.01,40.01,15.168657342657344,24.993751562109477,0.21,4.48,63.36,5.856590270996094,28607.149999999998,10845.59
mnasnet1_0,Base,14055.0,2.46,2.46,17.08,17.08,17.197342657342656,58.5480093676815,0.14,3.94,87.41,4.1704301834106445,12212.199999999999,12296.099999999999
mnasnet1_0,Pruning,12443.99,2.13,2.13,15.14,15.14,15.27418181818182,66.05019815059445,0.14,3.66,77.76,3.8245849609375,10825.1,10921.04
mnasnet1_0,Distillation,14461.41,2.43,2.43,17.6,17.6,17.79574825174825,56.81818181818181,0.14,3.94,81.54,4.109734535217285,12584.000000000002,12723.96
resnet18,Base,11330.05,1.17,1.17,13.57,13.57,14.676223776223775,73.69196757553426,0.14,10.97,94.69,10.106151580810547,9702.550000000001,10493.5
resnet18,Pruning,10132.31,1.21,1.21,12.26,12.26,12.961062937062938,81.56606851549755,0.14,9.62,64.62,9.336134910583496,8765.9,9267.16
resnet18,Distillation,13238.07,1.28,1.28,15.93,15.93,17.234783216783214,62.77463904582549,0.14,10.97,85.87,9.941035270690918,11389.949999999999,12322.869999999997
mobilenet_v2,Base,11360.02,1.85,1.85,13.8,13.8,14.03813986013986,72.46376811594203,0.14,2.84,64.9,3.401988983154297,9867.0,10037.27
mobilenet_v2,Pruning,12193.81,1.77,1.77,14.74,14.74,15.28427972027972,67.84260515603799,0.14,2.58,68.95,3.3319292068481445,10539.1,10928.26
mobilenet_v2,Distillation,14885.87,1.84,1.84,18.13,18.13,18.979398601398604,55.15719801434088,0.14,2.84,64.34,3.2358808517456055,12962.949999999999,13570.270000000002
efficientnet_b0,Base,32488.67,27.68,27.68,42.17,42.17,17.7586993006993,23.713540431586438,0.44,4.36,63.36,6.106398582458496,30151.550000000003,12697.469999999998
efficientnet_b0,Pruning,28693.7,24.96,24.96,38.01,38.01,15.171048951048952,26.30886608787161,0.54,3.67,59.02,5.588894844055176,27177.149999999998,10847.300000000001
efficientnet_b0,Distillation,32608.43,27.12,27.12,43.28,43.28,18.486195804195805,23.10536044362292,0.21,4.48,63.36,5.856590270996094,30945.2,13217.630000000001
mnasnet1_0,Base,12235.57,2.42,2.42,14.85,14.85,14.692685314685315,67.34006734006734,0.14,3.94,87.41,4.1704301834106445,10617.75,10505.27
mnasnet1_0,Pruning,12262.34,2.17,2.17,14.95,14.95,14.980125874125871,66.88963210702342,0.14,3.66,77.76,3.8245849609375,10689.25,10710.789999999997
mnasnet1_0,Distillation,9581.8,2.4,2.4,11.65,11.65,11.00111888111888,85.83690987124463,0.14,3.94,81.54,4.109734535217285,8329.75,7865.799999999998
resnet18,Base,13103.94,1.26,1.26,15.83,15.83,17.06718881118881,63.17119393556538,0.14,10.97,94.69,10.106151580810547,11318.45,12203.039999999999
resnet18,Pruning,10844.53,1.19,1.19,13.04,13.04,13.977174825174826,76.68711656441718,0.14,9.62,64.62,9.336134910583496,9323.599999999999,9993.68
resnet18,Distillation,11751.58,1.32,1.32,14.17,14.17,15.115776223776225,70.57163020465772,0.14,10.97,85.87,9.941035270690918,10131.55,10807.78
mobilenet_v2,Base,10916.84,1.79,1.79,13.2,13.2,13.478307692307691,75.75757575757576,0.14,2.84,64.9,3.401988983154297,9438.0,9636.99
mobilenet_v2,Pruning,13118.73,1.68,1.68,15.93,15.93,16.667874125874125,62.77463904582549,0.14,2.58,68.95,3.3319292068481445,11389.949999999999,11917.529999999999
mobilenet_v2,Distillation,12373.6,1.75,1.75,14.96,14.96,15.555734265734266,66.84491978609626,0.14,2.84,64.34,3.2358808517456055,10696.400000000001,11122.35
efficientnet_b0,Base,29650.11,27.68,27.68,39.37,39.37,13.788685314685315,25.400050800101603,0.44,4.36,63.36,6.106398582458496,28149.55,9858.91
efficientnet_b0,Pruning,27305.03,24.96,24.96,36.19,36.19,13.228853146853147,27.63194252555955,0.54,3.67,59.02,5.588894844055176,25875.85,9458.630000000001
efficientnet_b0,Distillation,30921.94,27.12,27.12,40.87,40.87,16.127468531468526,24.46782481037436,0.21,4.48,63.36,5.856590270996094,29222.05,11531.139999999996
mnasnet1_0,Base,11435.12,2.43,2.43,13.94,13.94,13.563174825174826,71.73601147776183,0.14,3.94,87.41,4.1704301834106445,9967.1,9697.67
mnasnet1_0,Pruning,14672.73,2.17,2.17,17.78,17.78,18.3513006993007,56.2429696287964,0.14,3.66,77.76,3.8245849609375,12712.7,13121.180000000002
mnasnet1_0,Distillation,13506.03,2.44,2.44,16.5,16.5,16.449552447552445,60.60606060606061,0.14,3.94,81.54,4.109734535217285,11797.5,11761.429999999998
resnet18,Base,10007.57,1.2,1.2,12.03,12.03,12.7966013986014,83.1255195344971,0.14,10.97,94.69,10.106151580810547,8601.449999999999,9149.570000000002
resnet18,Pruning,11762.39,1.12,1.12,14.07,14.07,15.330895104895102,71.07320540156361,0.14,9.62,64.62,9.336134910583496,10060.050000000001,10961.589999999998
resnet18,Distillation,10647.73,1.22,1.22,12.78,12.78,13.671930069930069,78.2472613458529,0.14,10.97,85.87,9.941035270690918,9137.699999999999,9775.429999999998
mobilenet_v2,Base,12541.23,1.79,1.79,15.3,15.3,15.75018181818182,65.359477124183,0.14,2.84,64.9,3.401988983154297,10939.5,11261.380000000001
mobilenet_v2,Pruning,11564.84,1.72,1.72,14.06,14.06,14.4546013986014,71.12375533428165,0.14,2.58,68.95,3.3319292068481445,10052.9,10335.04
mobilenet_v2,Distillation,12230.31,1.77,1.77,14.84,14.84,15.335328671328671,67.38544474393531,0.14,2.84,64.34,3.2358808517456055,10610.6,10964.76
efficientnet_b0,Base,30528.78,27.68,27.68,40.54,40.54,15.017594405594402,24.6669955599408,0.44,4.36,63.36,6.106398582458496,28986.1,10737.579999999996
efficientnet_b0,Pruning,27796.26,24.96,24.96,36.85,36.85,13.915888111888108,27.137042062415198,0.54,3.67,59.02,5.588894844055176,26347.75,9949.859999999997
efficientnet_b0,Distillation,29083.59,27.12,27.12,38.63,38.63,13.556349650349649,25.886616619207867,0.21,4.48,63.36,5.856590270996094,27620.45,9692.789999999999
mnasnet1_0,Base,10468.23,2.44,2.44,12.78,12.78,12.20088111888112,78.2472613458529,0.14,3.94,87.41,4.1704301834106445,9137.699999999999,8723.630000000001
mnasnet1_0,Pruning,13981.43,2.19,2.19,17.15,17.15,17.36444755244755,58.30903790087464,0.14,3.66,77.76,3.8245849609375,12262.249999999998,12415.579999999998
mnasnet1_0,Distillation,14290.19,2.42,2.42,17.56,17.56,17.566279720279724,56.94760820045558,0.14,3.94,81.54,4.109734535217285,12555.4,12559.890000000003
resnet18,Base,10157.35,1.29,1.29,12.18,12.18,12.916083916083917,82.10180623973727,0.14,10.97,94.69,10.106151580810547,8708.699999999999,9235.0
resnet18,Pruning,12596.6,1.21,1.21,15.11,15.11,16.407622377622378,66.18133686300463,0.14,9.62,64.62,9.336134910583496,10803.65,11731.45
resnet18,Distillation,12773.8,1.27,1.27,15.28,15.28,16.595454545454544,65.44502617801048,0.14,10.97,85.87,9.941035270690918,10925.199999999999,11865.749999999998
mobilenet_v2,Base,10570.69,1.74,1.74,12.82,12.82,13.04418181818182,78.003120124805,0.14,2.84,64.9,3.401988983154297,9166.300000000001,9326.59
mobilenet_v2,Pruning,11859.35,1.71,1.71,14.32,14.32,14.876503496503496,69.83240223463687,0.14,2.58,68.95,3.3319292068481445,10238.800000000001,10636.699999999999
mobilenet_v2,Distillation,13315.86,1.76,1.76,16.17,16.17,16.86358041958042,61.84291898577612,0.14,2.84,64.34,3.2358808517456055,11561.550000000001,12057.46
efficientnet_b0,Base,30290.12,27.68,27.68,40.18,40.18,14.683804195804193,24.88800398208064,0.44,4.36,63.36,6.106398582458496,28728.7,10498.919999999998
efficientnet_b0,Pruning,30019.43,24.96,24.96,39.37,39.37,17.025216783216784,25.400050800101603,0.54,3.67,59.02,5.588894844055176,28149.55,12173.03
efficientnet_b0,Distillation,29779.92,27.13,27.13,39.51,39.51,14.52023776223776,25.31004808909137,0.21,4.48,63.36,5.856590270996094,28249.649999999998,10381.97
mnasnet1_0,Base,10891.63,2.45,2.45,13.26,13.26,12.78304895104895,75.41478129713424,0.14,3.94,87.41,4.1704301834106445,9480.9,9139.88
mnasnet1_0,Pruning,13861.52,2.13,2.13,16.83,16.83,17.25674125874126,59.417706476530014,0.14,3.66,77.76,3.8245849609375,12033.449999999999,12338.570000000002
mnasnet1_0,Distillation,11213.48,2.4,2.4,13.71,13.71,13.28318881118881,72.93946024799416,0.14,3.94,81.54,4.109734535217285,9802.650000000001,9497.48
resnet18,Base,11719.61,1.31,1.31,14.08,14.08,15.081062937062937,71.02272727272727,0.14,10.97,94.69,10.106151580810547,10067.2,10782.96
resnet18,Pruning,11928.17,1.13,1.13,14.3,14.3,15.552755244755248,69.93006993006993,0.14,9.62,64.62,9.336134910583496,10224.5,11120.220000000003
resnet18,Distillation,12319.52,1.28,1.28,14.88,14.88,15.950097902097903,67.20430107526882,0.14,10.97,85.87,9.941035270690918,10639.2,11404.320000000002
mobilenet_v2,Base,10915.32,1.76,1.76,13.19,13.19,13.506181818181815,75.8150113722517,0.14,2.84,64.9,3.401988983154297,9430.85,9656.919999999998
mobilenet_v2,Pruning,9927.49,1.73,1.73,11.87,11.87,12.1546013986014,84.24599831508004,0.14,2.58,68.95,3.3319292068481445,8487.05,8690.54
mobilenet_v2,Distillation,12193.77,1.75,1.75,14.75,14.75,15.304223776223775,67.79661016949153,0.14,2.84,64.34,3.2358808517456055,10546.25,10942.519999999999
efficientnet_b0,Base,28822.08,27.68,27.68,38.41,38.41,12.6306013986014,26.03488674824265,0.44,4.36,63.36,6.106398582458496,27463.149999999998,9030.880000000001
efficientnet_b0,Pruning,28094.87,24.96,24.96,37.18,37.18,14.33352447552447,26.89618074233459,0.54,3.67,59.02,5.588894844055176,26583.7,10248.469999999996
efficientnet_b0,Distillation,31437.6,27.12,27.12,41.45,41.45,16.848671328671326,24.1254523522316,0.21,4.48,63.36,5.856590270996094,29636.750000000004,12046.799999999997
mnasnet1_0,Base,13080.12,2.48,2.48,15.97,15.97,15.813874125874126,62.61740763932373,0.14,3.94,87.41,4.1704301834106445,11418.550000000001,11306.92
mnasnet1_0,Pruning,12194.63,2.16,2.16,14.9,14.9,14.895426573426573,67.11409395973155,0.14,3.66,77.76,3.8245849609375,10653.5,10650.23
mnasnet1_0,Distillation,13881.77,2.41,2.41,16.83,16.83,17.005062937062938,59.417706476530014,0.14,3.94,81.54,4.109734535217285,12033.449999999999,12158.62
resnet18,Base,11167.74,1.3,1.3,13.42,13.42,14.319216783216785,74.51564828614009,0.14,10.97,94.69,10.106151580810547,9595.3,10238.240000000002
resnet18,Pruning,13489.92,1.22,1.22,16.13,16.13,17.64702097902098,61.99628022318661,0.14,9.62,64.62,9.336134910583496,11532.949999999999,12617.62
resnet18,Distillation,11413.98,1.29,1.29,13.72,13.72,14.67360839160839,72.8862973760933,0.14,10.97,85.87,9.941035270690918,9809.800000000001,10491.63
mobilenet_v2,Base,9726.79,1.79,1.79,11.81,11.81,11.813902097902098,84.6740050804403,0.14,2.84,64.9,3.401988983154297,8444.15,8446.94
mobilenet_v2,Pruning,13468.77,1.7,1.7,16.23,16.23,17.13744055944056,61.61429451632779,0.14,2.58,68.95,3.3319292068481445,11604.45,12253.27
mobilenet_v2,Distillation,12850.04,1.75,1.75,15.75,15.75,16.222083916083918,63.49206349206349,0.14,2.84,64.34,3.2358808517456055,11261.25,11598.79
efficientnet_b0,Base,29578.93,27.68,27.68,39.26,39.26,13.68913286713287,25.47121752419766,0.44,4.36,63.36,6.106398582458496,28070.899999999998,9787.730000000001
efficientnet_b0,Pruning,29250.12,24.96,24.96,38.61,38.61,15.949258741258738,25.900025900025906,0.54,3.67,59.02,5.588894844055176,27606.149999999998,11403.719999999998
efficientnet_b0,Distillation,30097.97,27.12,27.12,39.89,39.89,14.97506293706294,25.0689395838556,0.21,4.48,63.36,5.856590270996094,28521.350000000002,10707.170000000002
mnasnet1_0,Base,12520.18,2.44,2.44,15.28,15.28,15.07074125874126,65.44502617801048,0.14,3.94,87.41,4.1704301834106445,10925.199999999999,10775.58
mnasnet1_0,Pruning,13675.43,2.13,2.13,16.7,16.7,16.996475524475525,59.880239520958085,0.14,3.66,77.76,3.8245849609375,11940.5,12152.48
mnasnet1_0,Distillation,11652.04,2.43,2.43,14.12,14.12,13.866559440559442,70.8215297450425,0.14,3.94,81.54,4.109734535217285,10095.8,9914.59
resnet18,Base,10160.7,1.25,1.25,12.21,12.21,12.960769230769232,81.9000819000819,0.14,10.97,94.69,10.106151580810547,8730.150000000001,9266.95
resnet18,Pruning,11647.18,1.12,1.12,14.16,14.16,15.16976223776224,70.62146892655367,0.14,9.62,64.62,9.336134910583496,10124.4,10846.380000000003
resnet18,Distillation,10800.35,1.19,1.19,12.94,12.94,13.915384615384616,77.27975270479135,0.14,10.97,85.87,9.941035270690918,9252.1,9949.5
mobilenet_v2,Base,11493.83,1.72,1.72,13.89,13.89,14.355286713286713,71.99424046076314,0.14,2.84,64.9,3.401988983154297,9931.35,10264.029999999999
mobilenet_v2,Pruning,11122.82,1.74,1.74,13.45,13.45,13.816391608391609,74.34944237918216,0.14,2.58,68.95,3.3319292068481445,9616.75,9878.72
mobilenet_v2,Distillation,9351.89,1.78,1.78,11.27,11.27,11.299566433566431,88.73114463176576,0.14,2.84,64.34,3.2358808517456055,8058.049999999999,8079.189999999999
efficientnet_b0,Base,31474.9,27.68,27.68,41.5,41.5,16.34083916083916,24.09638554216868,0.44,4.36,63.36,6.106398582458496,29672.5,11683.699999999999
efficientnet_b0,Pruning,27310.24,24.96,24.96,36.17,36.17,13.236139860139865,27.647221454243848,0.54,3.67,59.02,5.588894844055176,25861.550000000003,9463.840000000004
efficientnet_b0,Distillation,29607.79,27.12,27.12,39.39,39.39,14.289496503496505,25.387154100025388,0.21,4.48,63.36,5.856590270996094,28163.850000000002,10216.990000000002
mnasnet1_0,Base,15337.73,2.44,2.44,18.56,18.56,19.011370629370628,53.87931034482759,0.14,3.94,87.41,4.1704301834106445,13270.4,13593.13
mnasnet1_0,Pruning,12600.88,2.15,2.15,15.31,15.31,15.473608391608389,65.31678641410842,0.14,3.66,77.76,3.8245849609375,10946.65,11063.629999999997
mnasnet1_0,Distillation,13201.55,2.45,2.45,16.07,16.07,16.013706293706292,62.22775357809583,0.14,3.94,81.54,4.109734535217285,11490.050000000001,11449.8
resnet18,Base,11360.44,1.25,1.25,13.62,13.62,14.638727272727271,73.42143906020559,0.14,10.97,94.69,10.106151580810547,9738.3,10466.689999999999
resnet18,Pruning,11536.94,1.06,1.06,13.8,13.8,15.07558041958042,72.46376811594203,0.14,9.62,64.62,9.336134910583496,9867.0,10779.04
resnet18,Distillation,9000.34,1.26,1.26,10.83,10.83,11.327888111888113,92.33610341643582,0.14,10.97,85.87,9.941035270690918,7743.45,8099.4400000000005
mobilenet_v2,Base,9808.51,1.82,1.82,11.82,11.82,11.898195804195804,84.60236886632825,0.14,2.84,64.9,3.401988983154297,8451.300000000001,8507.210000000001
mobilenet_v2,Pruning,13797.85,1.72,1.72,16.59,16.59,17.57769230769231,60.27727546714888,0.14,2.58,68.95,3.3319292068481445,11861.85,12568.050000000001
mobilenet_v2,Distillation,14776.33,1.75,1.75,17.91,17.91,18.916195804195805,55.83472920156337,0.14,2.84,64.34,3.2358808517456055,12805.65,13525.08
efficientnet_b0,Base,29791.71,27.68,27.68,39.49,39.49,13.986727272727272,25.322866548493288,0.44,4.36,63.36,6.106398582458496,28235.350000000002,10000.51
efficientnet_b0,Pruning,28236.6,24.96,24.96,37.34,37.34,14.531748251748247,26.78093197643278,0.54,3.67,59.02,5.588894844055176,26698.100000000002,10390.199999999997
efficientnet_b0,Distillation,30341.57,27.12,27.12,40.07,40.07,15.31576223776224,24.956326428749687,0.21,4.48,63.36,5.856590270996094,28650.05,10950.77
mnasnet1_0,Base,10220.52,2.48,2.48,12.43,12.43,11.814433566433566,80.45052292839904,0.14,3.94,87.41,4.1704301834106445,8887.449999999999,8447.32
mnasnet1_0,Pruning,13545.64,2.15,2.15,16.41,16.41,16.79495104895105,60.93845216331505,0.14,3.66,77.76,3.8245849609375,11733.15,12008.39
mnasnet1_0,Distillation,14539.99,2.45,2.45,17.62,17.62,17.88565034965035,56.75368898978433,0.14,3.94,81.54,4.109734535217285,12598.300000000001,12788.240000000002
resnet18,Base,12232.65,1.31,1.31,14.72,14.72,15.798601398601395,67.93478260869566,0.14,10.97,94.69,10.106151580810547,10524.800000000001,11295.999999999998
resnet18,Pruning,8461.57,1.18,1.18,10.21,10.21,10.654363636363636,97.9431929480901,0.14,9.62,64.62,9.336134910583496,7300.150000000001,7617.87
resnet18,Distillation,12236.26,1.26,1.26,14.61,14.61,15.85365034965035,68.44626967830254,0.14,10.97,85.87,9.941035270690918,10446.15,11335.36
mobilenet_v2,Base,11651.23,1.78,1.78,14.06,14.06,14.515426573426572,71.12375533428165,0.14,2.84,64.9,3.401988983154297,10052.9,10378.529999999999
mobilenet_v2,Pruning,11525.21,1.71,1.71,13.99,13.99,14.409174825174825,71.4796283059328,0.14,2.58,68.95,3.3319292068481445,10002.85,10302.56
mobilenet_v2,Distillation,14673.78,1.83,1.83,17.76,17.76,18.69276923076923,56.306306306306304,0.14,2.84,64.34,3.2358808517456055,12698.400000000001,13365.33
efficientnet_b0,Base,30391.1,27.68,27.68,40.21,40.21,14.825034965034966,24.86943546381497,0.44,4.36,63.36,6.106398582458496,28750.15,10599.900000000001
efficientnet_b0,Pruning,30058.21,24.96,24.96,39.54,39.54,17.079454545454546,25.290844714213456,0.54,3.67,59.02,5.588894844055176,28271.1,12211.81
efficientnet_b0,Distillation,28574.31,27.13,27.13,38.1,38.1,12.834069930069932,26.246719160104988,0.21,4.48,63.36,5.856590270996094,27241.5,9176.36
mnasnet1_0,Base,13043.61,2.41,2.41,15.77,15.77,15.832811188811188,63.41154090044388,0.14,3.94,87.41,4.1704301834106445,11275.55,11320.46
mnasnet1_0,Pruning,10204.23,2.12,2.12,12.41,12.41,12.15165034965035,80.58017727639,0.14,3.66,77.76,3.8245849609375,8873.15,8688.43
mnasnet1_0,Distillation,11756.08,2.42,2.42,14.39,14.39,14.02206993006993,69.49270326615705,0.14,3.94,81.54,4.109734535217285,10288.85,10025.78
resnet18,Base,10451.88,1.23,1.23,12.54,12.54,13.388013986013984,79.74481658692186,0.14,10.97,94.69,10.106151580810547,8966.099999999999,9572.429999999998
resnet18,Pruning,12878.95,1.14,1.14,15.54,15.54,16.872517482517484,64.35006435006436,0.14,9.62,64.62,9.336134910583496,11111.099999999999,12063.85
resnet18,Distillation,13865.24,1.27,1.27,16.71,16.71,18.121944055944056,59.84440454817474,0.14,10.97,85.87,9.941035270690918,11947.650000000001,12957.19
mobilenet_v2,Base,10245.26,1.79,1.79,12.34,12.34,12.539034965034965,81.03727714748784,0.14,2.84,64.9,3.401988983154297,8823.1,8965.41
mobilenet_v2,Pruning,13147.31,1.68,1.68,15.89,15.89,16.707846153846152,62.93266205160478,0.14,2.58,68.95,3.3319292068481445,11361.35,11946.109999999999
mobilenet_v2,Distillation,10755.15,1.77,1.77,13.02,13.02,13.272167832167831,76.80491551459293,0.14,2.84,64.34,3.2358808517456055,9309.3,9489.599999999999
efficientnet_b0,Base,30989.31,27.68,27.68,40.97,40.97,15.661692307692311,24.4081034903588,0.44,4.36,63.36,6.106398582458496,29293.55,11198.110000000002
efficientnet_b0,Pruning,27351.02,24.96,24.96,36.21,36.21,13.293174825174823,27.616680475006905,0.54,3.67,59.02,5.588894844055176,25890.15,9504.619999999999
efficientnet_b0,Distillation,31279.52,27.12,27.12,41.27,41.27,16.627580419580422,24.2306760358614,0.21,4.48,63.36,5.856590270996094,29508.050000000003,11888.720000000001
mnasnet1_0,Base,10362.39,2.42,2.42,12.6,12.6,12.072853146853149,79.36507936507937,0.14,3.94,87.41,4.1704301834106445,9009.0,8632.090000000002
mnasnet1_0,Pruning,12654.66,2.15,2.15,15.4,15.4,15.548825174825174,64.93506493506493,0.14,3.66,77.76,3.8245849609375,11011.0,11117.41
