Model,Optimization,Total model run time,Avg. 'kernel' inference time per batch,Avg. 'kernel' inference time per image,Avg. model run time per batch,Avg. model run time per image,Overhead per batch,FPS,Peak Memory,Peak Memory Accelerator,Accuracy,Weights Memory,Total kernel run time,Total Overhead
resnet18,Distillation,7178.75,1.18,1.18,8.53,8.53,8.86020979020979,117.2332942555686,0.14,10.97,85.87,9.941035270690918,6098.95,6335.05
mobilenet_v2,Base,7755.73,1.69,1.69,9.3,9.3,9.157174825174826,107.5268817204301,0.14,2.84,64.9,3.401988983154297,6649.500000000001,6547.38
mobilenet_v2,Pruning,7651.23,1.63,1.63,9.18,9.18,9.07102097902098,108.93246187363836,0.14,2.58,68.95,3.3319292068481445,6563.7,6485.780000000002
mobilenet_v2,Distillation,7929.22,1.7,1.7,9.56,9.56,9.389818181818184,104.60251046025104,0.14,2.84,64.34,3.2358808517456055,6835.400000000001,6713.720000000001
efficientnet_b0,Base,26799.92,27.68,27.68,35.93,35.93,9.802405594405592,27.83189535207348,0.44,4.36,63.36,6.106398582458496,25689.95,7008.719999999998
efficientnet_b0,Pruning,24770.44,24.96,24.96,33.0,33.0,9.683972027972024,30.303030303030305,0.54,3.67,59.02,5.588894844055176,23595.0,6924.039999999997
efficientnet_b0,Distillation,26347.84,27.12,27.12,35.36,35.36,9.730125874125871,28.28054298642534,0.21,4.48,63.36,5.856590270996094,25282.399999999998,6957.039999999998
mnasnet1_0,Base,7873.34,2.39,2.39,9.52,9.52,8.621664335664335,105.0420168067227,0.14,3.94,87.41,4.1704301834106445,6806.799999999999,6164.489999999999
mnasnet1_0,Pruning,7975.3,2.09,2.09,9.65,9.65,9.064265734265735,103.62694300518136,0.14,3.66,77.76,3.8245849609375,6899.75,6480.950000000001
mnasnet1_0,Distillation,8126.07,2.4,2.4,9.9,9.9,8.965132867132866,101.010101010101,0.14,3.94,81.54,4.109734535217285,7078.5,6410.069999999999
resnet18,Base,7497.52,1.16,1.16,8.95,8.95,9.32604195804196,111.731843575419,0.14,10.97,94.69,10.106151580810547,6399.249999999999,6668.120000000002
resnet18,Pruning,7039.14,1.08,1.08,8.31,8.31,8.76495104895105,120.33694344163658,0.14,9.62,64.62,9.336134910583496,5941.650000000001,6266.9400000000005
resnet18,Distillation,7397.52,1.16,1.16,8.82,8.82,9.18618181818182,113.37868480725623,0.14,10.97,85.87,9.941035270690918,6306.3,6568.120000000002
mobilenet_v2,Base,7445.09,1.69,1.69,8.92,8.92,8.722713286713287,112.10762331838563,0.14,2.84,64.9,3.401988983154297,6377.8,6236.74
mobilenet_v2,Pruning,7798.41,1.61,1.61,9.41,9.41,9.296867132867131,106.26992561105207,0.14,2.58,68.95,3.3319292068481445,6728.150000000001,6647.259999999999
mobilenet_v2,Distillation,7822.57,1.69,1.69,9.43,9.43,9.250657342657345,106.04453870625665,0.14,2.84,64.34,3.2358808517456055,6742.45,6614.220000000001
efficientnet_b0,Base,26363.67,27.68,27.68,35.4,35.4,9.192265734265732,28.24858757062147,0.44,4.36,63.36,6.106398582458496,25311.0,6572.469999999998
efficientnet_b0,Pruning,24939.62,24.96,24.96,33.28,33.28,9.920587412587407,30.048076923076923,0.54,3.67,59.02,5.588894844055176,23795.2,7093.219999999996
efficientnet_b0,Distillation,26349.0,27.12,27.12,35.36,35.36,9.731748251748254,28.28054298642534,0.21,4.48,63.36,5.856590270996094,25282.399999999998,6958.200000000002
mnasnet1_0,Base,7975.69,2.41,2.41,9.64,9.64,8.744811188811187,103.7344398340249,0.14,3.94,87.41,4.1704301834106445,6892.6,6252.539999999999
mnasnet1_0,Pruning,7821.85,2.1,2.1,9.44,9.44,8.83965034965035,105.93220338983052,0.14,3.66,77.76,3.8245849609375,6749.599999999999,6320.35
mnasnet1_0,Distillation,8190.16,2.37,2.37,9.96,9.96,9.08476923076923,100.4016064257028,0.14,3.94,81.54,4.109734535217285,7121.400000000001,6495.609999999999
resnet18,Base,7245.43,1.13,1.13,8.61,8.61,9.003468531468531,116.14401858304298,0.14,10.97,94.69,10.106151580810547,6156.15,6437.48
resnet18,Pruning,7047.46,1.05,1.05,8.4,8.4,8.806587412587412,119.04761904761904,0.14,9.62,64.62,9.336134910583496,6006.0,6296.709999999999
resnet18,Distillation,7321.21,1.17,1.17,8.73,8.73,9.069454545454546,114.5475372279496,0.14,10.97,85.87,9.941035270690918,6241.950000000001,6484.66
mobilenet_v2,Base,7422.86,1.68,1.68,8.94,8.94,8.701622377622378,111.85682326621924,0.14,2.84,64.9,3.401988983154297,6392.099999999999,6221.660000000001
mobilenet_v2,Pruning,7603.7,1.61,1.61,9.12,9.12,9.024545454545455,109.64912280701756,0.14,2.58,68.95,3.3319292068481445,6520.799999999999,6452.55
mobilenet_v2,Distillation,8266.65,1.7,1.7,9.97,9.97,9.861748251748253,100.30090270812435,0.14,2.84,64.34,3.2358808517456055,7128.55,7051.150000000001
efficientnet_b0,Base,26483.93,27.68,27.68,35.55,35.55,9.360461538461536,28.129395218002816,0.44,4.36,63.36,6.106398582458496,25418.249999999996,6692.729999999998
efficientnet_b0,Pruning,24948.56,24.96,24.96,33.37,33.37,9.933090909090907,29.96703626011388,0.54,3.67,59.02,5.588894844055176,23859.55,7102.159999999999
efficientnet_b0,Distillation,26353.0,27.12,27.12,35.34,35.34,9.737342657342657,28.296547821165817,0.21,4.48,63.36,5.856590270996094,25268.100000000002,6962.2
mnasnet1_0,Base,8116.59,2.38,2.38,9.83,9.83,8.971874125874127,101.7293997965412,0.14,3.94,87.41,4.1704301834106445,7028.45,6414.89
mnasnet1_0,Pruning,7943.74,2.08,2.08,9.63,9.63,9.030125874125874,103.84215991692626,0.14,3.66,77.76,3.8245849609375,6885.450000000001,6456.54
mnasnet1_0,Distillation,8241.39,2.39,2.39,10.09,10.09,9.13641958041958,99.10802775024776,0.14,3.94,81.54,4.109734535217285,7214.349999999999,6532.539999999999
resnet18,Base,7028.68,1.15,1.15,8.31,8.31,8.680321678321679,120.33694344163658,0.14,10.97,94.69,10.106151580810547,5941.650000000001,6206.43
resnet18,Pruning,7317.03,1.04,1.04,8.69,8.69,9.19360839160839,115.07479861910242,0.14,9.62,64.62,9.336134910583496,6213.349999999999,6573.4299999999985
resnet18,Distillation,7261.54,1.16,1.16,8.6,8.6,8.996,116.27906976744188,0.14,10.97,85.87,9.941035270690918,6149.0,6432.14
mobilenet_v2,Base,7716.48,1.7,1.7,9.29,9.29,9.09227972027972,107.64262648008612,0.14,2.84,64.9,3.401988983154297,6642.349999999999,6500.98
mobilenet_v2,Pruning,7585.59,1.63,1.63,9.09,9.09,8.979216783216785,110.01100110011,0.14,2.58,68.95,3.3319292068481445,6499.349999999999,6420.140000000001
mobilenet_v2,Distillation,8006.48,1.7,1.7,9.7,9.7,9.497874125874128,103.09278350515464,0.14,2.84,64.34,3.2358808517456055,6935.499999999999,6790.980000000001
efficientnet_b0,Base,26599.31,27.68,27.68,35.64,35.64,9.521832167832171,28.058361391694724,0.44,4.36,63.36,6.106398582458496,25482.600000000002,6808.110000000002
efficientnet_b0,Pruning,24657.37,24.96,24.96,32.95,32.95,9.525832167832164,30.349013657056144,0.54,3.67,59.02,5.588894844055176,23559.250000000004,6810.969999999997
efficientnet_b0,Distillation,26414.06,27.12,27.12,35.37,35.37,9.822741258741257,28.272547356516824,0.21,4.48,63.36,5.856590270996094,25289.55,7023.259999999998
mnasnet1_0,Base,7928.22,2.38,2.38,9.55,9.55,8.70841958041958,104.71204188481674,0.14,3.94,87.41,4.1704301834106445,6828.250000000001,6226.5199999999995
mnasnet1_0,Pruning,7858.93,2.09,2.09,9.47,9.47,8.90151048951049,105.59662090813092,0.14,3.66,77.76,3.8245849609375,6771.05,6364.580000000001
mnasnet1_0,Distillation,8006.69,2.38,2.38,9.69,9.69,8.81816783216783,103.19917440660475,0.14,3.94,81.54,4.109734535217285,6928.349999999999,6304.989999999999
resnet18,Base,7016.1,1.13,1.13,8.28,8.28,8.682727272727274,120.7729468599034,0.14,10.97,94.69,10.106151580810547,5920.2,6208.150000000001
resnet18,Pruning,7341.0,1.05,1.05,8.78,8.78,9.217132867132866,113.89521640091117,0.14,9.62,64.62,9.336134910583496,6277.7,6590.249999999999
resnet18,Distillation,7327.45,1.18,1.18,8.73,8.73,9.068181818181818,114.5475372279496,0.14,10.97,85.87,9.941035270690918,6241.950000000001,6483.75
mobilenet_v2,Base,7766.66,1.68,1.68,9.31,9.31,9.182461538461538,107.41138560687432,0.14,2.84,64.9,3.401988983154297,6656.650000000001,6565.46
mobilenet_v2,Pruning,7707.73,1.61,1.61,9.27,9.27,9.170041958041958,107.87486515641856,0.14,2.58,68.95,3.3319292068481445,6628.049999999999,6556.58
mobilenet_v2,Distillation,7759.06,1.68,1.68,9.32,9.32,9.171832167832168,107.2961373390558,0.14,2.84,64.34,3.2358808517456055,6663.8,6557.86
efficientnet_b0,Base,26405.97,27.68,27.68,35.43,35.43,9.251426573426578,28.22466836014677,0.44,4.36,63.36,6.106398582458496,25332.45,6614.770000000003
efficientnet_b0,Pruning,24732.55,24.96,24.96,33.08,33.08,9.63097902097902,30.22974607013301,0.54,3.67,59.02,5.588894844055176,23652.199999999997,6886.149999999999
efficientnet_b0,Distillation,26382.07,27.12,27.12,35.43,35.43,9.777999999999995,28.22466836014677,0.21,4.48,63.36,5.856590270996094,25332.45,6991.269999999997
mnasnet1_0,Base,8116.09,2.39,2.39,9.89,9.89,8.961174825174824,101.11223458038424,0.14,3.94,87.41,4.1704301834106445,7071.35,6407.239999999999
mnasnet1_0,Pruning,7601.82,2.09,2.09,9.18,9.18,8.541916083916083,108.93246187363836,0.14,3.66,77.76,3.8245849609375,6563.7,6107.469999999999
mnasnet1_0,Distillation,8145.57,2.39,2.39,9.88,9.88,9.002405594405593,101.2145748987854,0.14,3.94,81.54,4.109734535217285,7064.200000000001,6436.719999999998
resnet18,Base,6988.6,1.15,1.15,8.26,8.26,8.624265734265734,121.06537530266344,0.14,10.97,94.69,10.106151580810547,5905.9,6166.349999999999
resnet18,Pruning,7306.57,1.05,1.05,8.75,8.75,9.16897902097902,114.28571428571428,0.14,9.62,64.62,9.336134910583496,6256.25,6555.819999999999
resnet18,Distillation,7350.27,1.15,1.15,8.82,8.82,9.130097902097903,113.37868480725623,0.14,10.97,85.87,9.941035270690918,6306.3,6528.02
mobilenet_v2,Base,7442.69,1.69,1.69,8.95,8.95,8.719356643356644,111.731843575419,0.14,2.84,64.9,3.401988983154297,6399.249999999999,6234.34
mobilenet_v2,Pruning,7513.22,1.61,1.61,9.01,9.01,8.898000000000001,110.98779134295228,0.14,2.58,68.95,3.3319292068481445,6442.15,6362.070000000001
mobilenet_v2,Distillation,7607.74,1.7,1.7,8.99,8.99,8.940195804195804,111.23470522803116,0.14,2.84,64.34,3.2358808517456055,6427.85,6392.24
efficientnet_b0,Base,26930.59,27.68,27.68,36.21,36.21,9.98516083916084,27.616680475006905,0.44,4.36,63.36,6.106398582458496,25890.15,7139.390000000001
efficientnet_b0,Pruning,24647.63,24.96,24.96,33.0,33.0,9.512209790209788,30.303030303030305,0.54,3.67,59.02,5.588894844055176,23595.0,6801.229999999999
efficientnet_b0,Distillation,28545.35,27.12,27.12,38.47,38.47,12.803566433566427,25.994281258123213,0.21,4.48,63.36,5.856590270996094,27506.05,9154.549999999996
mnasnet1_0,Base,7919.77,2.38,2.38,9.66,9.66,8.696601398601398,103.51966873706004,0.14,3.94,87.41,4.1704301834106445,6906.900000000001,6218.07
mnasnet1_0,Pruning,7939.55,2.08,2.08,9.57,9.57,9.024265734265734,104.4932079414838,0.14,3.66,77.76,3.8245849609375,6842.55,6452.35
mnasnet1_0,Distillation,8018.0,2.38,2.38,9.72,9.72,8.833986013986014,102.880658436214,0.14,3.94,81.54,4.109734535217285,6949.8,6316.299999999999
resnet18,Base,7204.01,1.13,1.13,8.58,8.58,8.945538461538462,116.55011655011656,0.14,10.97,94.69,10.106151580810547,6134.7,6396.06
resnet18,Pruning,7145.09,1.03,1.03,8.46,8.46,8.963132867132868,118.20330969267138,0.14,9.62,64.62,9.336134910583496,6048.900000000001,6408.640000000001
resnet18,Distillation,7298.19,1.19,1.19,8.75,8.75,9.01725874125874,114.28571428571428,0.14,10.97,85.87,9.941035270690918,6256.25,6447.339999999999
mobilenet_v2,Base,7467.52,1.7,1.7,8.87,8.87,8.744083916083918,112.73957158962796,0.14,2.84,64.9,3.401988983154297,6342.049999999999,6252.020000000001
mobilenet_v2,Pruning,7555.97,1.64,1.64,9.04,9.04,8.92779020979021,110.61946902654869,0.14,2.58,68.95,3.3319292068481445,6463.599999999999,6383.37
mobilenet_v2,Distillation,7939.82,1.69,1.69,9.63,9.63,9.414643356643356,103.84215991692626,0.14,2.84,64.34,3.2358808517456055,6885.450000000001,6731.47
efficientnet_b0,Base,26308.37,27.68,27.68,35.3,35.3,9.114923076923075,28.328611898017,0.44,4.36,63.36,6.106398582458496,25239.499999999996,6517.169999999999
efficientnet_b0,Pruning,24619.28,24.96,24.96,32.93,32.93,9.472559440559436,30.367446097783176,0.54,3.67,59.02,5.588894844055176,23544.95,6772.879999999997
efficientnet_b0,Distillation,26840.65,27.12,27.12,36.08,36.08,10.41937062937063,27.71618625277162,0.21,4.48,63.36,5.856590270996094,25797.199999999997,7449.849999999999
mnasnet1_0,Base,7908.08,2.38,2.38,9.58,9.58,8.680251748251749,104.38413361169104,0.14,3.94,87.41,4.1704301834106445,6849.7,6206.38
mnasnet1_0,Pruning,7793.03,2.11,2.11,9.43,9.43,8.789342657342658,106.04453870625665,0.14,3.66,77.76,3.8245849609375,6742.45,6284.38
mnasnet1_0,Distillation,8263.19,2.38,2.38,10.09,10.09,9.176909090909092,99.10802775024776,0.14,3.94,81.54,4.109734535217285,7214.349999999999,6561.490000000001
resnet18,Base,7064.97,1.18,1.18,8.34,8.34,8.701076923076924,119.90407673860912,0.14,10.97,94.69,10.106151580810547,5963.099999999999,6221.27
resnet18,Pruning,7128.12,1.05,1.05,8.45,8.45,8.919398601398601,118.3431952662722,0.14,9.62,64.62,9.336134910583496,6041.749999999999,6377.37
resnet18,Distillation,7194.68,1.16,1.16,8.57,8.57,8.902489510489511,116.68611435239208,0.14,10.97,85.87,9.941035270690918,6127.55,6365.280000000001
mobilenet_v2,Base,7638.42,1.68,1.68,9.21,9.21,9.003104895104896,108.57763300760044,0.14,2.84,64.9,3.401988983154297,6585.150000000001,6437.22
mobilenet_v2,Pruning,7524.04,1.63,1.63,9.06,9.06,8.893132867132866,110.37527593818984,0.14,2.58,68.95,3.3319292068481445,6477.900000000001,6358.589999999999
mobilenet_v2,Distillation,7845.36,1.69,1.69,9.52,9.52,9.282531468531468,105.0420168067227,0.14,2.84,64.34,3.2358808517456055,6806.799999999999,6637.01
efficientnet_b0,Base,26396.87,27.68,27.68,35.39,35.39,9.238699300699302,28.256569652444192,0.44,4.36,63.36,6.106398582458496,25303.850000000002,6605.670000000001
efficientnet_b0,Pruning,24730.37,24.96,24.96,33.1,33.1,9.627930069930066,30.211480362537763,0.54,3.67,59.02,5.588894844055176,23666.5,6883.9699999999975
efficientnet_b0,Distillation,26146.3,27.12,27.12,35.13,35.13,9.448251748251746,28.465698832906345,0.21,4.48,63.36,5.856590270996094,25117.95,6755.499999999998
