Model,Optimization,Total model run time,Avg. 'kernel' inference time per batch,Avg. 'kernel' inference time per image,Avg. model run time per batch,Avg. model run time per image,Overhead per batch,FPS,Peak Memory,Peak Memory Accelerator,Accuracy,Weights Memory,Total kernel run time,Total Overhead
mnasnet1_0,Distillation,8162.97,2.4,2.4,9.81,9.81,9.01674125874126,101.9367991845056,0.14,3.94,81.54,4.109734535217285,7014.150000000001,6446.97
resnet18,Base,6864.05,1.2,1.2,8.01,8.01,8.40006993006993,124.84394506866415,0.14,10.97,94.69,10.106151580810547,5727.15,6006.05
resnet18,Pruning,7806.44,1.24,1.24,9.11,9.11,9.6780979020979,109.7694840834248,0.14,9.62,64.62,9.336134910583496,6513.65,6919.839999999998
resnet18,Distillation,7665.61,1.3,1.3,9.14,9.14,9.421132867132863,109.40919037199124,0.14,10.97,85.87,9.941035270690918,6535.1,6736.109999999997
mobilenet_v2,Base,7264.49,1.71,1.71,8.58,8.58,8.450125874125874,116.55011655011656,0.14,2.84,64.9,3.401988983154297,6134.7,6041.84
mobilenet_v2,Pruning,8038.79,1.72,1.72,9.58,9.58,9.523062937062935,104.38413361169104,0.14,2.58,68.95,3.3319292068481445,6849.7,6808.989999999999
mobilenet_v2,Distillation,7914.54,1.7,1.7,9.5,9.5,9.369286713286714,105.26315789473684,0.14,2.84,64.34,3.2358808517456055,6792.5,6699.040000000001
efficientnet_b0,Base,25306.21,27.68,27.68,34.04,34.04,7.713300699300696,29.37720329024677,0.44,4.36,63.36,6.106398582458496,24338.6,5515.0099999999975
efficientnet_b0,Pruning,23772.8,24.96,24.96,31.78,31.78,8.288671328671327,31.46633102580239,0.54,3.67,59.02,5.588894844055176,22722.7,5926.399999999999
efficientnet_b0,Distillation,25586.17,27.12,27.12,34.31,34.31,8.664853146853144,29.14602156805596,0.21,4.48,63.36,5.856590270996094,24531.65,6195.369999999998
mnasnet1_0,Base,8243.55,2.47,2.47,9.95,9.95,9.059440559440558,100.50251256281408,0.14,3.94,87.41,4.1704301834106445,7114.249999999999,6477.499999999999
mnasnet1_0,Pruning,7640.25,2.13,2.13,9.19,9.19,8.555664335664336,108.8139281828074,0.14,3.66,77.76,3.8245849609375,6570.849999999999,6117.3
mnasnet1_0,Distillation,8938.21,2.44,2.44,10.82,10.82,10.060993006993009,92.42144177449168,0.14,3.94,81.54,4.109734535217285,7736.3,7193.6100000000015
resnet18,Base,6852.88,1.22,1.22,8.07,8.07,8.364447552447553,123.91573729863693,0.14,10.97,94.69,10.106151580810547,5770.05,5980.58
resnet18,Pruning,6965.04,1.07,1.07,8.29,8.29,8.671314685314686,120.62726176115804,0.14,9.62,64.62,9.336134910583496,5927.349999999999,6199.99
resnet18,Distillation,6887.25,1.27,1.27,8.05,8.05,8.362517482517482,124.22360248447204,0.14,10.97,85.87,9.941035270690918,5755.750000000001,5979.2
mobilenet_v2,Base,7216.01,1.73,1.73,8.57,8.57,8.362321678321678,116.68611435239208,0.14,2.84,64.9,3.401988983154297,6127.55,5979.0599999999995
mobilenet_v2,Pruning,7463.67,1.66,1.66,8.87,8.87,8.778699300699301,112.73957158962796,0.14,2.58,68.95,3.3319292068481445,6342.049999999999,6276.77
mobilenet_v2,Distillation,7323.36,1.77,1.77,8.75,8.75,8.472461538461538,114.28571428571428,0.14,2.84,64.34,3.2358808517456055,6256.25,6057.8099999999995
efficientnet_b0,Base,25397.02,27.68,27.68,34.1,34.1,7.840307692307697,29.325513196480937,0.44,4.36,63.36,6.106398582458496,24381.5,5605.820000000003
efficientnet_b0,Pruning,23816.16,24.96,24.96,31.85,31.85,8.349314685314681,31.39717425431711,0.54,3.67,59.02,5.588894844055176,22772.75,5969.759999999997
efficientnet_b0,Distillation,25186.89,27.12,27.12,33.8,33.8,8.10641958041958,29.58579881656805,0.21,4.48,63.36,5.856590270996094,24166.999999999996,5796.089999999999
mnasnet1_0,Base,7711.97,2.41,2.41,9.28,9.28,8.375972027972027,107.75862068965516,0.14,3.94,87.41,4.1704301834106445,6635.2,5988.82
mnasnet1_0,Pruning,7483.51,2.11,2.11,8.86,8.86,8.356447552447554,112.8668171557562,0.14,3.66,77.76,3.8245849609375,6334.9,5974.860000000001
mnasnet1_0,Distillation,7733.85,2.43,2.43,9.23,9.23,8.386573426573428,108.34236186348862,0.14,3.94,81.54,4.109734535217285,6599.450000000001,5996.400000000001
resnet18,Base,6889.03,1.21,1.21,8.13,8.13,8.425006993006992,123.00123001230013,0.14,10.97,94.69,10.106151580810547,5812.950000000001,6023.879999999999
resnet18,Pruning,6956.99,1.13,1.13,8.15,8.15,8.600055944055942,122.69938650306749,0.14,9.62,64.62,9.336134910583496,5827.25,6149.039999999998
resnet18,Distillation,7584.85,1.28,1.28,8.92,8.92,9.32818181818182,112.10762331838563,0.14,10.97,85.87,9.941035270690918,6377.8,6669.6500000000015
mobilenet_v2,Base,7924.08,1.79,1.79,9.43,9.43,9.29262937062937,106.04453870625665,0.14,2.84,64.9,3.401988983154297,6742.45,6644.23
mobilenet_v2,Pruning,7926.09,1.65,1.65,9.07,9.07,9.43544055944056,110.25358324145536,0.14,2.58,68.95,3.3319292068481445,6485.05,6746.34
mobilenet_v2,Distillation,7503.14,1.78,1.78,8.92,8.92,8.7139020979021,112.10762331838563,0.14,2.84,64.34,3.2358808517456055,6377.8,6230.440000000001
efficientnet_b0,Base,25582.6,27.68,27.68,34.33,34.33,8.09986013986014,29.12904165452957,0.44,4.36,63.36,6.106398582458496,24545.949999999997,5791.400000000001
efficientnet_b0,Pruning,23737.22,24.96,24.96,31.73,31.73,8.23890909090909,31.51591553734636,0.54,3.67,59.02,5.588894844055176,22686.95,5890.819999999999
efficientnet_b0,Distillation,25427.53,27.12,27.12,34.08,34.08,8.44297902097902,29.34272300469484,0.21,4.48,63.36,5.856590270996094,24367.199999999997,6036.73
mnasnet1_0,Base,8460.8,2.46,2.46,10.15,10.15,9.373286713286712,98.52216748768473,0.14,3.94,87.41,4.1704301834106445,7257.25,6701.899999999999
mnasnet1_0,Pruning,8036.85,2.11,2.11,9.55,9.55,9.130349650349652,104.71204188481674,0.14,3.66,77.76,3.8245849609375,6828.250000000001,6528.200000000002
mnasnet1_0,Distillation,8839.61,2.44,2.44,10.72,10.72,9.923090909090911,93.28358208955224,0.14,3.94,81.54,4.109734535217285,7664.8,7095.010000000001
resnet18,Base,8104.51,1.27,1.27,9.62,9.62,10.064979020979022,103.95010395010397,0.14,10.97,94.69,10.106151580810547,6878.299999999999,7196.460000000001
resnet18,Pruning,7715.51,1.13,1.13,9.13,9.13,9.660923076923076,109.5290251916758,0.14,9.62,64.62,9.336134910583496,6527.950000000001,6907.5599999999995
resnet18,Distillation,8008.24,1.27,1.27,9.52,9.52,9.930335664335663,105.0420168067227,0.14,10.97,85.87,9.941035270690918,6806.799999999999,7100.19
mobilenet_v2,Base,8351.83,1.81,1.81,9.82,9.82,9.87088111888112,101.83299389002036,0.14,2.84,64.9,3.401988983154297,7021.3,7057.680000000001
mobilenet_v2,Pruning,7302.05,1.68,1.68,8.7,8.7,8.532657342657343,114.9425287356322,0.14,2.58,68.95,3.3319292068481445,6220.499999999999,6100.85
mobilenet_v2,Distillation,8643.83,1.77,1.77,10.36,10.36,10.319272727272727,96.52509652509652,0.14,2.84,64.34,3.2358808517456055,7407.4,7378.28
efficientnet_b0,Base,25866.85,27.68,27.68,34.64,34.64,8.497412587412583,28.868360277136254,0.44,4.36,63.36,6.106398582458496,24767.600000000002,6075.649999999997
efficientnet_b0,Pruning,24317.13,24.96,24.96,32.52,32.52,9.049972027972023,30.750307503075028,0.54,3.67,59.02,5.588894844055176,23251.800000000003,6470.729999999997
efficientnet_b0,Distillation,28024.24,27.12,27.12,37.79,37.79,12.07474125874126,26.46202699126753,0.21,4.48,63.36,5.856590270996094,27019.85,8633.440000000002
mnasnet1_0,Base,7475.55,2.41,2.41,8.98,8.98,8.045314685314686,111.358574610245,0.14,3.94,87.41,4.1704301834106445,6420.700000000001,5752.400000000001
mnasnet1_0,Pruning,7732.64,2.12,2.12,9.26,9.26,8.69488111888112,107.9913606911447,0.14,3.66,77.76,3.8245849609375,6620.9,6216.840000000001
mnasnet1_0,Distillation,7904.66,2.43,2.43,9.55,9.55,8.625468531468531,104.71204188481674,0.14,3.94,81.54,4.109734535217285,6828.250000000001,6167.21
resnet18,Base,7377.38,1.21,1.21,8.68,8.68,9.108013986013988,115.2073732718894,0.14,10.97,94.69,10.106151580810547,6206.2,6512.230000000001
resnet18,Pruning,6962.59,1.17,1.17,8.19,8.19,8.567888111888113,122.1001221001221,0.14,9.62,64.62,9.336134910583496,5855.849999999999,6126.040000000001
resnet18,Distillation,7212.14,1.26,1.26,8.57,8.57,8.826909090909092,116.68611435239208,0.14,10.97,85.87,9.941035270690918,6127.55,6311.240000000001
mobilenet_v2,Base,7245.49,1.68,1.68,8.63,8.63,8.453552447552447,115.87485515643104,0.14,2.84,64.9,3.401988983154297,6170.450000000001,6044.289999999999
mobilenet_v2,Pruning,7411.19,1.7,1.7,8.76,8.76,8.6653006993007,114.15525114155253,0.14,2.58,68.95,3.3319292068481445,6263.4,6195.69
mobilenet_v2,Distillation,7660.65,1.72,1.72,9.18,9.18,8.994195804195803,108.93246187363836,0.14,2.84,64.34,3.2358808517456055,6563.7,6430.8499999999985
efficientnet_b0,Base,25396.05,27.68,27.68,34.1,34.1,7.838951048951046,29.325513196480937,0.44,4.36,63.36,6.106398582458496,24381.5,5604.849999999998
efficientnet_b0,Pruning,23366.58,24.96,24.96,31.27,31.27,7.720531468531469,31.97953309881676,0.54,3.67,59.02,5.588894844055176,22358.05,5520.18
efficientnet_b0,Distillation,25405.75,27.12,27.12,34.09,34.09,8.412517482517483,29.334115576415368,0.21,4.48,63.36,5.856590270996094,24374.350000000002,6014.950000000001
mnasnet1_0,Base,7584.76,2.41,2.41,9.07,9.07,8.198055944055945,110.25358324145536,0.14,3.94,87.41,4.1704301834106445,6485.05,5861.610000000001
mnasnet1_0,Pruning,8259.62,2.14,2.14,9.9,9.9,9.411916083916084,101.010101010101,0.14,3.66,77.76,3.8245849609375,7078.5,6729.52
mnasnet1_0,Distillation,7885.02,2.43,2.43,9.56,9.56,8.598,104.60251046025104,0.14,3.94,81.54,4.109734535217285,6835.400000000001,6147.570000000001
resnet18,Base,8039.89,1.3,1.3,9.6,9.6,9.944601398601398,104.16666666666669,0.14,10.97,94.69,10.106151580810547,6864.0,7110.389999999999
resnet18,Pruning,7973.82,1.16,1.16,9.44,9.44,9.992195804195804,105.93220338983052,0.14,9.62,64.62,9.336134910583496,6749.599999999999,7144.42
resnet18,Distillation,6982.34,1.27,1.27,8.24,8.24,8.49551048951049,121.35922330097088,0.14,10.97,85.87,9.941035270690918,5891.6,6074.290000000001
mobilenet_v2,Base,7927.82,1.74,1.74,9.42,9.42,9.347860139860138,106.15711252653928,0.14,2.84,64.9,3.401988983154297,6735.3,6683.719999999999
mobilenet_v2,Pruning,7158.99,1.65,1.65,8.46,8.46,8.362573426573427,118.20330969267138,0.14,2.58,68.95,3.3319292068481445,6048.900000000001,5979.24
mobilenet_v2,Distillation,7239.48,1.74,1.74,8.67,8.67,8.385146853146852,115.34025374855824,0.14,2.84,64.34,3.2358808517456055,6199.05,5995.379999999999
efficientnet_b0,Base,25573.31,27.68,27.68,34.32,34.32,8.086867132867134,29.13752913752914,0.44,4.36,63.36,6.106398582458496,24538.8,5782.110000000001
efficientnet_b0,Pruning,24001.58,24.96,24.96,32.11,32.11,8.608643356643356,31.142946122703208,0.54,3.67,59.02,5.588894844055176,22958.649999999998,6155.179999999999
efficientnet_b0,Distillation,25220.63,27.12,27.12,33.81,33.81,8.15360839160839,29.577048210588583,0.21,4.48,63.36,5.856590270996094,24174.15,5829.829999999999
