Unnamed: 0,Model,Optimization,Total model run time,Avg. model run time per batch,Init Time,Peak Memory,FPS,Accuracy
112,mobilenet_v2,Pruning,9144.85,12.79,158.56,9.74609,78.1860828772479,72.31
113,mobilenet_v2,Distillation,7900.75,11.05,182.72,10.3281,90.4977375565611,97.2
114,efficientnet_b0,Base,16502.2,23.08,247.5,17.543,43.3275563258232,38.32
115,efficientnet_b0,Pruning,14650.35,20.49,194.5,16.8555,48.8042947779405,38.74
116,efficientnet_b0,Distillation,16816.8,23.52,211.94,16.1797,42.5170068027211,50.07
117,mnasnet1_0,Base,9988.55,13.97,207.5,14.2148,71.5819613457409,77.9
118,mnasnet1_0,Pruning,9952.8,13.92,175.88,11.7578,71.8390804597701,80.42
119,mnasnet1_0,Distillation,8465.6,11.84,171.58,12.8906,84.4594594594595,88.39
120,resnet18,Base,13349.05,18.67,306.71,26.5469,53.5618639528656,92.45
121,resnet18,Pruning,12040.6,16.84,268.78,25.1016,59.3824228028504,77.76
122,resnet18,Distillation,14135.55,19.77,270.49,26.3906,50.5816894284269,99.44
123,mobilenet_v2,Base,7800.65,10.91,158.57,12.0391,91.6590284142988,90.07
124,mobilenet_v2,Pruning,7793.5,10.9,173.76,9.90625,91.7431192660551,72.31
125,mobilenet_v2,Distillation,9159.15,12.81,100.27,11.9414,78.064012490242,97.2
126,efficientnet_b0,Base,16302.0,22.8,234.18,16.3711,43.859649122807,38.32
127,efficientnet_b0,Pruning,14879.15,20.81,211.19,16.7656,48.0538202787122,38.74
128,efficientnet_b0,Distillation,16630.9,23.26,209.02,16.1016,42.9922613929493,50.07
129,mnasnet1_0,Base,7814.95,10.93,208.76,12.4922,91.4913083257091,77.9
130,mnasnet1_0,Pruning,8072.35,11.29,207.13,11.9141,88.5739592559788,80.42
131,mnasnet1_0,Distillation,8937.5,12.5,182.14,14.457,80.0,88.39
132,resnet18,Base,13620.75,19.05,314.7,26.6875,52.49343832021,92.45
133,resnet18,Pruning,11919.05,16.67,287.35,24.9648,59.9880023995201,77.76
134,resnet18,Distillation,12898.6,18.04,259.04,26.6523,55.4323725055432,99.44
135,mobilenet_v2,Base,7886.45,11.03,203.62,11.9961,90.6618313689937,90.07
136,mobilenet_v2,Pruning,8515.65,11.91,164.05,11.2969,83.9630562552477,72.31
137,mobilenet_v2,Distillation,9488.05,13.27,154.18,10.6016,75.3579502637528,97.2
138,efficientnet_b0,Base,16738.15,23.41,119.07,16.4375,42.7167876975651,38.32
139,efficientnet_b0,Pruning,14972.1,20.94,191.81,15.207,47.7554918815664,38.74
140,efficientnet_b0,Distillation,16537.95,23.13,222.56,16.0,43.2338953739732,50.07
141,mnasnet1_0,Base,9059.05,12.67,177.85,12.6641,78.9265982636148,77.9
142,mnasnet1_0,Pruning,8744.45,12.23,179.4,13.3984,81.7661488143909,80.42
143,mnasnet1_0,Distillation,8787.35,12.29,207.24,14.4961,81.3669650122051,88.39
144,resnet18,Base,13878.15,19.41,319.66,26.4336,51.5198351365276,92.45
145,resnet18,Pruning,11647.35,16.29,167.33,24.8555,61.3873542050338,77.76
146,resnet18,Distillation,14121.25,19.75,283.54,26.3164,50.6329113924051,99.44
147,mobilenet_v2,Base,9545.25,13.35,180.76,10.5859,74.9063670411985,90.07
148,mobilenet_v2,Pruning,8072.35,11.29,172.0,9.80078,88.5739592559788,72.31
149,mobilenet_v2,Distillation,8937.5,12.5,172.2,10.293,80.0,97.2
150,efficientnet_b0,Base,16473.6,23.04,223.69,18.0938,43.4027777777778,38.32
151,efficientnet_b0,Pruning,14428.7,20.18,223.16,15.0859,49.5540138751239,38.74
152,efficientnet_b0,Distillation,16216.2,22.68,208.33,16.125,44.0917107583774,50.07
153,mnasnet1_0,Base,9244.95,12.93,126.84,12.668,77.3395204949729,77.9
154,mnasnet1_0,Pruning,8315.45,11.63,192.13,13.4258,85.9845227858985,80.42
155,mnasnet1_0,Distillation,8608.6,12.04,206.85,12.7227,83.0564784053156,88.39
156,resnet18,Base,13735.15,19.21,266.21,26.4531,52.0562207183758,92.45
157,resnet18,Pruning,11490.05,16.07,310.55,24.8633,62.2277535780958,77.76
158,resnet18,Distillation,13299.0,18.6,307.42,26.2266,53.7634408602151,99.44
159,mobilenet_v2,Base,8651.5,12.1,191.35,10.4258,82.6446280991736,90.07
160,mobilenet_v2,Pruning,8000.85,11.19,172.11,9.83984,89.3655049151028,72.31
161,mobilenet_v2,Distillation,8258.25,11.55,175.39,14.5781,86.5800865800866,97.2
162,efficientnet_b0,Base,16223.35,22.69,230.3,16.2656,44.0722785368004,38.32
163,efficientnet_b0,Pruning,14593.15,20.41,212.6,20.7852,48.9955903968643,38.74
164,efficientnet_b0,Distillation,16309.15,22.81,216.13,16.2305,43.8404208680403,50.07
165,mnasnet1_0,Base,8279.7,11.58,209.74,12.4258,86.3557858376511,77.9
166,mnasnet1_0,Pruning,8093.8,11.32,175.91,11.9062,88.339222614841,80.42
167,mnasnet1_0,Distillation,7950.8,11.12,213.08,12.4688,89.9280575539569,88.39
168,resnet18,Base,13241.8,18.52,271.42,26.2305,53.9956803455724,92.45
169,resnet18,Pruning,12340.9,17.26,245.62,29.3008,57.9374275782155,77.76
170,resnet18,Distillation,13449.15,18.81,326.06,27.793,53.1632110579479,99.44
171,mobilenet_v2,Base,8994.7,12.58,194.3,12.2773,79.4912559618442,90.07
172,mobilenet_v2,Pruning,10210.2,14.28,184.99,9.86719,70.0280112044818,72.31
173,mobilenet_v2,Distillation,9130.55,12.77,199.54,10.5469,78.3085356303837,97.2
174,efficientnet_b0,Base,16709.55,23.37,226.93,15.9727,42.7899015832264,38.32
175,efficientnet_b0,Pruning,13656.5,19.1,205.46,15.2188,52.3560209424084,38.74
176,efficientnet_b0,Distillation,16302.0,22.8,223.96,17.6094,43.859649122807,50.07
177,mnasnet1_0,Base,9387.95,13.13,197.09,12.6055,76.1614623000762,77.9
178,mnasnet1_0,Pruning,8487.05,11.87,179.78,13.5781,84.24599831508,80.42
179,mnasnet1_0,Distillation,7979.4,11.16,170.86,12.625,89.6057347670251,88.39
180,resnet18,Base,13592.15,19.01,296.01,26.4727,52.6038926880589,92.45
181,resnet18,Pruning,11053.9,15.46,279.38,29.0234,64.6830530401035,77.76
182,resnet18,Distillation,13470.6,18.84,351.99,28.0742,53.0785562632696,99.44
183,mobilenet_v2,Base,8522.8,11.92,159.75,10.332,83.8926174496644,90.07
184,mobilenet_v2,Pruning,9159.15,12.81,142.83,9.71484,78.064012490242,72.31
185,mobilenet_v2,Distillation,8587.15,12.01,159.25,10.207,83.2639467110741,97.2
186,efficientnet_b0,Base,16459.3,23.02,216.0,16.3555,43.4404865334492,38.32
187,efficientnet_b0,Pruning,15215.2,21.28,203.56,16.6602,46.9924812030075,38.74
188,efficientnet_b0,Distillation,16058.9,22.46,215.35,15.9258,44.5235975066785,50.07
189,mnasnet1_0,Base,9924.2,13.88,211.15,12.5039,72.0461095100865,77.9
190,mnasnet1_0,Pruning,7993.7,11.18,162.72,11.6875,89.4454382826476,80.42
191,mnasnet1_0,Distillation,8365.5,11.7,197.09,12.7852,85.4700854700855,88.39
192,resnet18,Base,13134.55,18.37,264.43,26.4102,54.4365813826892,92.45
193,resnet18,Pruning,11961.95,16.73,255.61,26.6289,59.7728631201435,77.76
194,resnet18,Distillation,13442.0,18.8,327.22,26.4805,53.1914893617021,99.44
195,mobilenet_v2,Base,8208.2,11.48,172.04,10.2578,87.1080139372822,90.07
196,mobilenet_v2,Pruning,9202.05,12.87,185.62,10.0586,77.7000777000777,72.31
197,mobilenet_v2,Distillation,7150.0,10.0,191.08,12.1484,100.0,97.2
198,efficientnet_b0,Base,16809.65,23.51,126.95,17.7852,42.5350914504466,38.32
199,efficientnet_b0,Pruning,14507.35,20.29,238.36,15.2227,49.2853622474125,38.74
200,efficientnet_b0,Distillation,16816.8,23.52,231.59,15.9766,42.5170068027211,50.07
201,mnasnet1_0,Base,8637.2,12.08,199.06,14.4883,82.7814569536424,77.9
202,mnasnet1_0,Pruning,8165.3,11.42,191.58,12.0586,87.5656742556918,80.42
203,mnasnet1_0,Distillation,8815.95,12.33,203.2,12.8125,81.10300081103,88.39
204,resnet18,Base,13692.25,19.15,311.44,26.3359,52.2193211488251,92.45
205,resnet18,Pruning,11604.45,16.23,291.13,25.0352,61.6142945163278,77.76
206,resnet18,Distillation,13470.6,18.84,167.21,28.1094,53.0785562632696,99.44
207,mobilenet_v2,Base,9309.3,13.02,174.2,10.3281,76.8049155145929,90.07
208,mobilenet_v2,Pruning,7836.4,10.96,160.69,9.94141,91.2408759124088,72.31
209,mobilenet_v2,Distillation,7593.3,10.62,176.1,10.4805,94.1619585687382,97.2
210,efficientnet_b0,Base,16487.9,23.06,223.31,16.0664,43.3651344319167,38.32
211,efficientnet_b0,Pruning,14464.45,20.23,215.69,15.1094,49.4315373208107,38.74
212,efficientnet_b0,Distillation,16495.05,23.07,222.98,16.2188,43.3463372345037,50.07
213,mnasnet1_0,Base,7922.2,11.08,188.3,12.4805,90.2527075812274,77.9
214,mnasnet1_0,Pruning,7972.25,11.15,195.84,11.9062,89.6860986547085,80.42
215,mnasnet1_0,Distillation,8208.2,11.48,222.27,16.4844,87.1080139372822,88.39
216,resnet18,Base,13842.4,19.36,329.66,26.457,51.6528925619835,92.45
217,resnet18,Pruning,12333.75,17.25,286.93,24.918,57.9710144927536,77.76
218,resnet18,Distillation,13577.85,18.99,303.23,26.5586,52.6592943654555,99.44
219,mobilenet_v2,Base,7693.4,10.76,167.85,10.6094,92.9368029739777,90.07
220,mobilenet_v2,Pruning,6670.95,9.33,199.66,10.1797,107.181136120043,72.31
221,mobilenet_v2,Distillation,7886.45,11.03,167.04,10.4648,90.6618313689937,97.2
222,efficientnet_b0,Base,16266.25,22.75,227.2,16.1211,43.956043956044,38.32
223,efficientnet_b0,Pruning,13971.1,19.54,212.45,15.0703,51.1770726714432,38.74
224,efficientnet_b0,Distillation,16573.7,23.18,219.07,16.043,43.1406384814495,50.07
225,mnasnet1_0,Base,8201.05,11.47,191.42,12.5547,87.1839581517001,77.9
226,mnasnet1_0,Pruning,9037.6,12.64,191.12,11.9492,79.1139240506329,80.42
227,mnasnet1_0,Distillation,8022.3,11.22,183.43,12.8359,89.126559714795,88.39
228,resnet18,Base,12708.231250000004,17.68,258.15,26.3047,56.5610859728507,92.45
229,resnet18,Pruning,12784.2,17.88,333.13,25.0156,55.9284116331096,77.76
230,resnet18,Distillation,13234.65,18.51,313.68,26.4062,54.0248514316586,99.44
231,mobilenet_v2,Base,7593.3,10.62,109.65,10.2266,94.1619585687382,90.07
232,mobilenet_v2,Pruning,7972.25,11.15,196.01,9.80859,89.6860986547085,72.31
233,mobilenet_v2,Distillation,7915.05,11.07,184.87,10.707,90.3342366757001,97.2
234,efficientnet_b0,Base,16888.3,23.62,276.21,16.3516,42.3370025402202,38.32
235,efficientnet_b0,Pruning,14014.0,19.6,203.85,15.125,51.0204081632653,38.74
236,efficientnet_b0,Distillation,16008.85,22.39,234.56,16.1953,44.6627958910228,50.07
237,mnasnet1_0,Base,9831.25,13.75,211.89,12.7578,72.7272727272727,77.9
238,mnasnet1_0,Pruning,8122.4,11.36,202.67,13.6172,88.0281690140845,80.42
239,mnasnet1_0,Distillation,7993.7,11.18,197.44,14.1562,89.4454382826476,88.39
240,resnet18,Base,13456.3,18.82,308.22,28.2344,53.134962805526,92.45
241,resnet18,Pruning,12605.45,17.63,255.4,25.0508,56.7214974475326,77.76
242,resnet18,Distillation,13484.9,18.86,308.87,26.4688,53.0222693531283,99.44
243,mobilenet_v2,Base,10174.45,14.23,167.37,10.4766,70.2740688685875,90.07
244,mobilenet_v2,Pruning,7957.95,11.13,188.61,10.0508,89.8472596585804,72.31
245,mobilenet_v2,Distillation,7957.95,11.13,170.26,10.4805,89.8472596585804,97.2
246,efficientnet_b0,Base,16902.6,23.64,231.92,16.0273,42.3011844331641,38.32
247,efficientnet_b0,Pruning,14578.85,20.39,212.28,15.2383,49.0436488474743,38.74
248,efficientnet_b0,Distillation,16866.85,23.59,255.79,16.082,42.3908435777872,50.07
249,mnasnet1_0,Base,8043.75,11.25,220.16,14.168,88.8888888888889,77.9
250,mnasnet1_0,Pruning,8451.3,11.82,184.57,11.8711,84.6023688663283,80.42
251,mnasnet1_0,Distillation,7750.6,10.84,179.7,12.6719,92.2509225092251,88.39
252,resnet18,Base,13706.55,19.17,320.76,26.3867,52.1648408972353,92.45
253,resnet18,Pruning,12977.25,18.15,214.19,25.3086,55.0964187327824,77.76
254,resnet18,Distillation,13949.65,19.51,292.69,26.4492,51.2557662737058,99.44
255,mobilenet_v2,Base,7829.25,10.95,167.8,10.2344,91.324200913242,90.07
256,mobilenet_v2,Pruning,8093.8,11.32,181.42,10.3281,88.339222614841,72.31
257,mobilenet_v2,Distillation,7643.35,10.69,158.99,11.75,93.5453695042096,97.2
258,efficientnet_b0,Base,16516.5,23.1,216.44,16.0312,43.2900432900433,38.32
259,efficientnet_b0,Pruning,13906.75,19.45,251.85,16.7891,51.413881748072,38.74
260,efficientnet_b0,Distillation,16180.45,22.63,216.65,16.0195,44.1891294741494,50.07
261,mnasnet1_0,Base,9409.4,13.16,179.36,12.418,75.9878419452888,77.9
262,mnasnet1_0,Pruning,8501.35,11.89,187.08,11.8984,84.1042893187553,80.42
263,mnasnet1_0,Distillation,8658.65,12.11,210.65,12.7773,82.5763831544178,88.39
264,resnet18,Base,13370.5,18.7,253.9,26.2969,53.475935828877,92.45
265,resnet18,Pruning,11783.2,16.48,289.14,25.0586,60.6796116504854,77.76
266,resnet18,Distillation,13270.4,18.56,320.78,26.4492,53.8793103448276,99.44
267,mobilenet_v2,Base,9037.6,12.64,215.77,10.3828,79.1139240506329,90.07
268,mobilenet_v2,Pruning,8086.65,11.31,185.18,10.082,88.4173297966401,72.31
269,mobilenet_v2,Distillation,8923.2,12.48,176.24,10.3828,80.1282051282051,97.2
270,efficientnet_b0,Base,16352.05,22.87,244.24,18.0781,43.7254044599913,38.32
271,efficientnet_b0,Pruning,14450.15,20.21,200.85,17.1172,49.480455220188,38.74
272,efficientnet_b0,Distillation,16337.75,22.85,231.42,16.082,43.7636761487965,50.07
273,mnasnet1_0,Base,9051.9,12.66,174.43,12.8164,78.9889415481833,77.9
274,mnasnet1_0,Pruning,7993.7,11.18,171.57,11.8945,89.4454382826476,80.42
275,mnasnet1_0,Distillation,8422.7,11.78,173.72,14.0469,84.8896434634975,88.39
276,resnet18,Base,14021.15,19.61,269.78,26.7266,50.9943906170321,92.45
277,resnet18,Pruning,12219.35,17.09,229.54,25.1875,58.5137507314219,77.76
278,resnet18,Distillation,14335.75,20.05,371.61,27.8398,49.8753117206983,99.44
279,mobilenet_v2,Base,7543.25,10.55,166.69,10.3086,94.7867298578199,90.07
280,mobilenet_v2,Pruning,9266.4,12.96,135.61,9.85938,77.1604938271605,72.31
281,mobilenet_v2,Distillation,8415.55,11.77,162.42,10.2422,84.9617672047579,97.2
282,efficientnet_b0,Base,16309.15,22.81,240.09,16.1992,43.8404208680403,38.32
283,efficientnet_b0,Pruning,14757.6,20.64,216.51,16.7539,48.4496124031008,38.74
284,efficientnet_b0,Distillation,15665.65,21.91,220.22,15.9688,45.6412596987677,50.07
285,mnasnet1_0,Base,9802.65,13.71,188.81,12.4844,72.9394602479942,77.9
286,mnasnet1_0,Pruning,8472.75,11.85,171.69,11.8711,84.3881856540084,80.42
287,mnasnet1_0,Distillation,8658.65,12.11,191.55,12.4297,82.5763831544178,88.39
288,resnet18,Base,13556.4,18.96,309.38,26.3125,52.7426160337553,92.45
289,resnet18,Pruning,11869.0,16.6,327.79,26.5586,60.2409638554217,77.76
290,resnet18,Distillation,13778.05,19.27,371.29,26.5195,51.8941359626362,99.44
291,mobilenet_v2,Base,7807.8,10.92,204.76,10.4883,91.5750915750916,90.07
292,mobilenet_v2,Pruning,7285.85,10.19,158.68,9.95703,98.135426889107,72.31
293,mobilenet_v2,Distillation,7793.5,10.9,187.16,10.3359,91.7431192660551,97.2
294,efficientnet_b0,Base,16337.75,22.85,210.82,16.1914,43.7636761487965,38.32
295,efficientnet_b0,Pruning,14578.85,20.39,220.44,15.3164,49.0436488474743,38.74
296,efficientnet_b0,Distillation,16409.25,22.95,212.95,16.0977,43.5729847494553,50.07
297,mnasnet1_0,Base,8451.3,11.82,218.8,12.6836,84.6023688663283,77.9
298,mnasnet1_0,Pruning,7886.45,11.03,216.85,11.9648,90.6618313689937,80.42
299,mnasnet1_0,Distillation,8086.65,11.31,219.2,14.1562,88.4173297966401,88.39
300,resnet18,Base,13570.7,18.98,292.07,26.6172,52.6870389884089,92.45
301,resnet18,Pruning,12212.2,17.08,325.87,25.0312,58.5480093676815,77.76
302,resnet18,Distillation,13492.05,18.87,308.06,26.8125,52.9941706412295,99.44
303,mobilenet_v2,Base,8179.6,11.44,154.01,10.2578,87.4125874125874,90.07
304,mobilenet_v2,Pruning,8243.95,11.53,159.88,9.8125,86.7302688638335,72.31
305,mobilenet_v2,Distillation,8780.2,12.28,162.14,10.2773,81.4332247557003,97.2
306,efficientnet_b0,Base,15753.2375,21.94,219.61,17.8203,45.5788514129444,38.32
307,efficientnet_b0,Pruning,14500.2,20.28,217.36,15.1562,49.3096646942801,38.74
308,efficientnet_b0,Distillation,17252.95,24.13,217.41,16.1875,41.4421881475342,50.07
309,mnasnet1_0,Base,7407.4,10.36,217.44,12.7539,96.5250965250965,77.9
310,mnasnet1_0,Pruning,8723.0,12.2,187.71,11.7461,81.9672131147541,80.42
311,mnasnet1_0,Distillation,8058.05,11.27,184.95,12.8008,88.7311446317658,88.39
312,resnet18,Base,13391.95,18.73,253.41,26.3789,53.3902829684997,92.45
313,resnet18,Pruning,12119.25,16.95,295.43,25.2617,58.9970501474926,77.76
